# time  ID  size  hopcount  deliveryTime  fromHost  toHost  remainingTtl  isResponse  path
715.1000 M9$11 10000 33 55.1000 s8 p102 59 N s8->c158->s70->s35->s67->s0->c191->c238->s72->s51->c146->c160->s98->c241->c147->c213->s10->s3->s34->s24->s54->s78->c168->c203->c113->s92->c219->c165->s69->s44->c166->c150->c182->p102
715.1000 M39$11 10000 60 55.1000 s38 p102 59 N s38->c206->c231->c199->s97->s17->c137->c176->c125->c133->c172->c248->c239->c171->c207->s40->s25->s73->c200->s45->s65->s93->c117->c179->c169->s70->s35->s67->s0->s9->s59->s28->s91->c191->c238->s72->s51->c146->c160->s98->c241->c147->c213->s10->s3->s34->s24->s54->s78->c168->c203->c113->s92->c219->c165->s69->s44->c166->c150->c182->p102
720.0000 M8$12 10000 8 0.0000 s7 p101 60 N s7->s60->s86->s45->c200->s73->s25->s40->p101
720.0000 M18$12 10000 12 0.0000 s17 p101 60 N s17->c137->c133->c125->c176->c239->c248->c153->c214->s96->s25->s40->p101
720.0000 M31$12 10000 12 0.0000 s30 p101 60 N s30->s42->s13->c152->s7->s60->s86->s45->c200->s73->s25->s40->p101
720.0000 M38$12 10000 13 0.0000 s37 p100 60 N s37->s66->s83->s56->c118->c187->c114->c240->c185->c119->c224->c107->c192->p100
721.7000 M16$12 10000 25 1.7000 s15 p101 59 N s15->s48->c217->s81->s90->c198->c140->s57->c138->c252->s71->s84->s20->s30->s42->s13->c152->s7->s60->s86->s45->c200->s73->s25->s40->p101
723.4000 M43$11 10000 61 63.4000 s42 p100 58 N s42->s30->s84->s20->s71->s58->c140->c193->c252->c149->c226->s39->s99->s80->c202->s33->c132->s27->c230->c111->c129->s23->c194->c238->s72->s51->c146->c160->c147->c213->s10->s3->s34->s24->s54->s78->c168->c203->c219->c165->s69->s44->s88->s79->s49->s63->s76->c141->c195->c159->s56->s83->s37->s66->c228->c249->c185->c119->c224->c107->c192->p100
723.4000 M44$11 10000 70 63.4000 s43 p100 58 N s43->s41->s61->c112->c152->s7->c144->c234->s13->s42->s30->s84->s20->s71->s58->c140->c193->c252->c149->c226->s39->s99->s80->c202->s33->c132->s27->c230->c111->c129->s23->c194->c238->s72->s51->c146->c160->c147->c213->s10->s3->s34->s24->s54->s78->c168->c203->c219->c165->s69->s44->s88->s79->s49->s63->s76->c141->c195->c159->s56->s83->s37->s66->c228->c249->c185->c119->c224->c107->c192->p100
723.4000 M46$11 10000 71 63.4000 s45 p100 58 N s45->s86->s60->s7->c152->c112->s61->c144->c234->s13->s42->s30->s84->s20->s71->s58->c140->c193->c252->c149->c226->s39->s99->s80->c202->s33->c132->s27->c230->c111->c129->s23->c194->c238->s72->s51->c146->c160->c147->c213->s10->s3->s34->s24->s54->s78->c168->c203->c219->c165->s69->s44->s88->s79->s49->s63->s76->c141->c195->c159->s56->s83->s37->s66->c228->c249->c185->c119->c224->c107->c192->p100
723.4000 M15$11 10000 34 63.4000 s14 p100 58 N s14->c164->c244->c145->s50->c155->s54->s24->s34->s10->s3->c219->c165->s69->s44->s88->s79->s49->s63->s76->c141->c195->c159->s56->s83->s37->s66->c228->c249->c185->c119->c224->c107->c192->p100
723.4000 M16$11 10000 54 63.4000 s15 p100 58 N s15->s48->c246->c226->s39->s99->s80->c202->s33->c132->s27->c230->c111->c129->s23->c194->c238->s72->s51->c146->c160->c147->c213->s10->s3->s34->s24->s54->s78->c168->c203->c219->c165->s69->s44->s88->s79->s49->s63->s76->c141->c195->c159->s56->s83->s37->s66->c228->c249->c185->c119->c224->c107->c192->p100
723.4000 M29$11 10000 82 63.4000 s28 p100 58 N s28->s59->s0->s9->s91->c180->c117->c200->s93->s18->s65->s45->s86->s60->s7->c152->c112->s61->c144->c234->s13->s42->s30->s84->s20->s71->s58->c140->c193->c252->c149->c226->s39->s99->s80->c202->s33->c132->s27->c230->c111->c129->s23->c194->c238->s72->s51->c146->c160->c147->c213->s10->s3->s34->s24->s54->s78->c168->c203->c219->c165->s69->s44->s88->s79->s49->s63->s76->c141->c195->c159->s56->s83->s37->s66->c228->c249->c185->c119->c224->c107->c192->p100
723.4000 M31$11 10000 61 63.4000 s30 p100 58 N s30->s42->c252->c140->s58->s84->s20->s71->c193->c149->c226->s39->s99->s80->c202->s33->c132->s27->c230->c111->c129->s23->c194->c238->s72->s51->c146->c160->c147->c213->s10->s3->s34->s24->s54->s78->c168->c203->c219->c165->s69->s44->s88->s79->s49->s63->s76->c141->c195->c159->s56->s83->s37->s66->c228->c249->c185->c119->c224->c107->c192->p100
733.3000 M11$12 10000 25 13.3000 s10 p100 59 N s10->c213->c147->s92->c219->c113->c141->c197->s6->s77->c178->c201->c136->c159->s56->s83->s37->s66->c228->c249->c185->c119->c224->c107->c192->p100
733.3000 M34$12 10000 38 13.3000 s33 p100 59 N s33->c132->s27->c111->c129->s23->c194->c191->c168->c175->s24->s34->s10->s3->c213->c147->s92->c219->c113->c141->c197->s6->s77->c178->c201->c136->c159->s56->s83->s37->s66->c228->c249->c185->c119->c224->c107->c192->p100
733.3000 M24$12 10000 33 13.3000 s23 p100 59 N s23->c194->c191->c168->c175->s24->s34->s10->s3->c213->c147->s92->c219->c113->c141->c197->s6->s77->c178->c201->c136->c159->s56->s83->s37->s66->c228->c249->c185->c119->c224->c107->c192->p100
733.6000 M20$11 10000 41 73.6000 s19 p104 58 N s19->s38->c206->c231->c199->s97->s17->c137->c176->c125->c133->c172->c248->c239->c171->c207->s40->s25->s73->c200->s45->s86->s60->s7->c152->s61->s41->c112->c144->c234->s13->s42->s30->s84->s20->s71->s58->c140->c193->c252->c149->p104
733.6000 M21$11 10000 10 73.6000 s20 p104 58 N s20->s84->s30->s42->c252->c140->s58->s71->c193->c149->p104
733.6000 M33$9 10000 48 193.6000 s32 p104 56 N s32->c166->c165->s44->s69->c168->c178->s3->s10->c213->c241->c136->c203->c160->c146->s72->c191->s0->s9->s59->s28->s91->c180->c117->c200->s93->s18->s65->s45->s86->s60->s7->c152->c112->s61->c144->c234->s13->s42->s30->s84->s20->s71->s58->c140->c193->c252->c149->p104
733.6000 M22$11 10000 36 73.6000 s21 p104 58 N s21->c134->c124->c167->c110->c169->c158->c179->c117->s93->s18->s65->s45->s86->s60->s7->c152->s61->s41->c112->c144->c234->s13->s42->s30->s84->s20->s71->s58->c140->c193->c252->c138->s57->c170->c149->p104
733.6000 M23$11 10000 41 73.6000 s22 p104 58 N s22->c231->s38->c206->c199->s97->s17->c137->c176->c125->c133->c172->c248->c239->c171->c207->s40->s25->s73->c200->s45->s86->s60->s7->c152->s61->s41->c112->c144->c234->s13->s42->s30->s84->s20->s71->s58->c140->c193->c252->c149->p104
733.6000 M1$11 10000 31 73.6000 s0 p104 58 N s0->s9->s59->s28->s91->c180->c117->c200->s93->s18->s65->s45->s86->s60->s7->c152->c112->s61->c144->c234->s13->s42->s30->s84->s20->s71->s58->c140->c193->c252->c149->p104
733.6000 M36$11 10000 33 73.6000 s35 p104 58 N s35->s67->s0->s9->s59->s28->s91->c180->c117->c200->s93->s18->s65->s45->s86->s60->s7->c152->c112->s61->c144->c234->s13->s42->s30->s84->s20->s71->s58->c140->c193->c252->c149->p104
733.6000 M13$11 10000 77 73.6000 s12 p104 58 N s12->c201->c219->s1->c177->c183->c139->c120->c247->c243->c156->c209->c236->c192->c205->c250->c107->c119->c185->c224->c114->c240->c174->c118->s56->s83->s37->s66->c215->c228->c249->c159->c187->c128->c163->c235->c233->c221->c108->c115->c162->c130->c222->c158->s70->s35->c180->c169->c179->c117->s93->s18->s65->s45->s86->s60->s7->c152->s61->s41->c112->c144->c234->s13->s42->s30->s84->s20->s71->s58->c140->c193->c252->c138->s57->c170->c149->p104
733.6000 M14$11 10000 11 73.6000 s13 p104 58 N s13->s42->s30->s84->s20->s71->s58->c140->c193->c252->c149->p104
733.6000 M38$11 10000 60 73.6000 s37 p104 58 N s37->s66->s83->s56->c118->c151->c185->c224->c114->c240->c174->c215->c228->c249->c159->c187->c128->c163->c235->c233->c221->c108->c115->c162->c130->c222->c158->s70->s35->c180->c169->c179->c117->s93->s18->s65->s45->s86->s60->s7->c152->s61->s41->c112->c144->c234->s13->s42->s30->s84->s20->s71->s58->c140->c193->c252->c138->s57->c170->c149->p104
733.6000 M48$8 10000 53 253.6000 s47 p104 55 N s47->c150->s2->s29->s46->s11->c166->c165->s44->s69->c168->c178->s3->s10->c213->c241->c136->c203->c160->c146->s72->c191->s0->s9->s59->s28->s91->c180->c117->c200->s93->s18->s65->s45->s86->s60->s7->c152->c112->s61->c144->c234->s13->s42->s30->s84->s20->s71->s58->c140->c193->c252->c149->p104
733.6000 M48$9 10000 53 193.6000 s47 p104 56 N s47->c150->s2->s29->s46->s11->c166->c165->s44->s69->c168->c178->s3->s10->c213->c241->c136->c203->c160->c146->s72->c191->s0->s9->s59->s28->s91->c180->c117->c200->s93->s18->s65->s45->s86->s60->s7->c152->c112->s61->c144->c234->s13->s42->s30->s84->s20->s71->s58->c140->c193->c252->c149->p104
733.6000 M19$11 10000 23 73.6000 s18 p104 58 N s18->s93->s65->s45->s86->s60->s7->c152->c112->s61->c144->c234->s13->s42->s30->s84->s20->s71->s58->c140->c193->c252->c149->p104
735.2000 M36$12 10000 24 15.2000 s35 p101 59 N s35->s67->s0->s9->s59->s28->s91->c169->s93->s18->s65->s45->s86->s60->s7->c144->c234->s61->s41->c112->c171->s73->s25->s40->p101
739.1000 M5$12 10000 18 19.1000 s4 p101 59 N s4->s38->c199->c137->s17->c227->c133->c125->c176->c239->c248->c153->c214->s96->s25->s73->c105->s40->p101
740.2000 M32$12 10000 36 20.2000 s31 p103 59 N s31->c182->s44->s88->s79->s49->s63->s76->c141->c197->s6->s77->c178->c201->c136->c159->s56->s83->s37->s66->c228->c249->c185->c119->c224->c107->c192->c253->c236->c148->c250->c209->c123->c156->c120->c215->p103
740.2000 M35$12 10000 35 20.2000 s34 p103 59 N s34->s10->c213->c147->s92->c219->c113->c141->c197->s6->s77->c178->c201->c136->c159->s56->s83->s37->s66->c228->c249->c185->c119->c224->c107->c192->c253->c236->c148->c250->c209->c123->c156->c120->c215->p103
740.2000 M3$11 10000 24 80.2000 s2 p103 58 N s2->s29->s46->c150->c166->s44->s88->s79->s49->s63->s76->c141->c195->c159->s56->s83->s37->s66->c229->c209->c123->c156->c120->c215->p103
740.2000 M47$11 10000 24 80.2000 s46 p103 58 N s46->s29->s2->c150->c166->s44->s88->s79->s49->s63->s76->c141->c195->c159->s56->s83->s37->s66->c229->c209->c123->c156->c120->c215->p103
740.2000 M2$12 10000 21 20.2000 s1 p103 59 N s1->c188->s12->c201->c178->s77->s6->c136->c177->c195->c159->s56->s83->s37->s66->c229->c209->c123->c156->c120->c215->p103
740.2000 M4$12 10000 35 20.2000 s3 p103 59 N s3->s10->c213->c147->s92->c219->c113->c141->c197->s6->s77->c178->c201->c136->c159->s56->s83->s37->s66->c228->c249->c185->c119->c224->c107->c192->c253->c236->c148->c250->c209->c123->c156->c120->c215->p103
740.2000 M49$11 10000 53 80.2000 s48 p103 58 N s48->s15->c246->c226->s39->s99->s80->c202->s33->c132->s27->c230->c111->c129->s23->c194->c238->s72->s51->c146->c160->c147->c213->s10->s3->s34->s24->s54->s78->c168->c203->c219->c165->s69->s44->s88->s79->s49->s63->s76->c141->c195->c159->s56->s83->s37->s66->c229->c209->c123->c156->c120->c215->p103
740.2000 M15$12 10000 43 20.2000 s14 p103 59 N s14->s23->c194->c191->c168->c175->s24->s34->s10->s3->c213->c147->s92->c219->c113->c141->c197->s6->s77->c178->c201->c136->c159->s56->s83->s37->s66->c228->c249->c185->c119->c224->c107->c192->c253->c236->c148->c250->c209->c123->c156->c120->c215->p103
740.2000 M48$11 10000 24 80.2000 s47 p103 58 N s47->s55->c182->c150->c166->s44->s88->s79->s49->s63->s76->c141->c195->c159->s56->s83->s37->s66->c229->c209->c123->c156->c120->c215->p103
740.2000 M27$10 10000 32 140.2000 s26 p103 57 N s26->c244->c145->s50->c155->s54->s24->s34->s10->s3->c219->c165->s69->s44->s88->s79->s49->s63->s76->c141->c195->c159->s56->s83->s37->s66->c229->c209->c123->c156->c120->c215->p103
740.2000 M5$11 10000 91 80.2000 s4 p103 58 N s4->s38->c206->c231->c199->s97->s17->c137->c176->c125->c133->c172->c248->c239->c171->c207->s40->s25->s73->c200->s45->s65->s93->c117->c179->c169->s70->s35->s67->s0->s9->s59->s28->s91->c191->c238->s72->s51->c146->c160->s98->c241->c147->c213->s10->s3->s34->s24->s54->s78->c168->c203->c113->s92->c219->c165->s69->s44->s88->s79->s49->s63->s76->c141->c197->s6->s77->c178->c201->c136->c159->s56->s83->s37->s66->c228->c249->c185->c119->c224->c107->c192->c253->c236->c148->c250->c209->c123->c156->c120->c215->p103
740.2000 M17$12 10000 33 20.2000 s16 p103 59 N s16->c147->s92->c219->c113->c141->c197->s6->s77->c178->c201->c136->c159->s56->s83->s37->s66->c228->c249->c185->c119->c224->c107->c192->c253->c236->c148->c250->c209->c123->c156->c120->c215->p103
740.2000 M7$12 10000 18 20.2000 s6 p103 59 N s6->s77->c178->c201->c177->c136->c195->c159->s56->s83->s37->s66->c229->c209->c123->c156->c120->c215->p103
740.2000 M6$11 10000 23 80.2000 s5 p103 58 N s5->c126->c150->c166->s44->s88->s79->s49->s63->s76->c141->c195->c159->s56->s83->s37->s66->c229->c209->c123->c156->c120->c215->p103
740.2000 M42$11 10000 69 80.2000 s41 p103 58 N s41->s43->s61->c112->c152->s7->c144->c234->s13->s42->s30->s84->s20->s71->s58->c140->c193->c252->c149->c226->s39->s99->s80->c202->s33->c132->s27->c230->c111->c129->s23->c194->c238->s72->s51->c146->c160->c147->c213->s10->s3->s34->s24->s54->s78->c168->c203->c219->c165->s69->s44->s88->s79->s49->s63->s76->c141->c195->c159->s56->s83->s37->s66->c229->c209->c123->c156->c120->c215->p103
740.2000 M18$10 10000 77 140.2000 s17 p103 57 N s17->s97->c227->c171->c239->c176->c125->c184->c248->c210->c137->c206->s38->s4->c232->s65->s45->s86->s60->s7->c152->c112->s61->c144->c234->s13->s42->s30->s84->s20->s71->s58->c140->c193->c252->c149->s57->c230->c238->c132->c194->c129->c111->s23->s14->c164->c244->c145->s50->c155->s54->s24->s34->s10->s3->c219->c165->s69->s44->s88->s79->s49->s63->s76->c141->c195->c159->s56->s83->s37->s66->c229->c209->c123->c156->c120->c215->p103
747.0000 M45$12 10000 52 27.0000 s44 p101 59 N s44->s88->s79->s49->s63->s76->c141->c219->c113->s92->c147->c213->s10->s3->s34->s24->s54->c145->c244->c175->s14->s23->c111->c191->c168->c157->c129->c132->s27->c230->s33->c202->s57->c140->c138->s20->s84->s30->s42->s13->c152->s61->s41->c112->s7->s60->s86->s45->c200->s73->s25->s40->p101
747.0000 M33$11 10000 50 87.0000 s32 p101 58 N s32->c150->c166->s44->s69->c165->c219->s92->c113->s34->s10->s3->s78->s24->s54->c155->c145->s50->c244->c175->c168->c191->s14->s23->c111->s27->c132->c230->s33->c202->s57->c140->c138->s20->s84->s30->s42->s13->c152->s61->s41->c112->s7->s60->s86->s45->c200->s73->s25->s40->p101
747.0000 M13$12 10000 75 27.0000 s12 p101 59 N s12->c201->c178->s77->s6->c136->c177->c195->c159->s56->s83->s37->s66->c228->c249->c185->c119->c224->c240->c114->c118->c187->c106->c197->c141->s63->s79->s49->s76->c113->c219->s92->c147->c213->s10->s3->s34->s24->s54->c145->c244->s50->c175->s14->s23->c111->c191->c168->c157->c129->c132->s27->c230->s33->c202->s57->c140->c138->s20->s84->s30->s42->s13->c152->s61->s41->c112->s7->s60->s86->s45->c200->s73->s25->s40->p101
747.0000 M6$9 10000 51 207.0000 s5 p101 56 N s5->c126->c150->c166->s44->s69->c165->c219->s92->c113->s34->s10->s3->s78->s24->s54->c155->c145->s50->c244->c175->c168->c191->s14->s23->c111->s27->c132->c230->s33->c202->s57->c140->c138->s20->s84->s30->s42->s13->c152->s61->s41->c112->s7->s60->s86->s45->c200->s73->s25->s40->p101
756.3000 M9$12 10000 37 36.3000 s8 p100 59 N s8->c208->c180->s98->c146->s51->c155->s50->c145->s10->s3->c113->s92->s75->c147->c141->s6->s77->c178->c201->s12->c188->s1->c159->c151->c156->c123->c247->c120->c139->c204->c236->c148->c253->c107->c228->c233->p100
756.3000 M10$12 10000 40 36.3000 s9 p100 59 N s9->s0->s59->s28->s89->c208->s98->c146->s51->c155->s50->c145->s10->s3->c113->s92->s75->c147->c141->s6->s77->c178->c201->s12->c188->s1->c159->c151->c156->c123->c247->c120->c139->c204->c236->c148->c253->c107->c228->c233->p100
756.3000 M29$12 10000 37 36.3000 s28 p100 59 N s28->s89->c208->s98->c146->s51->c155->s50->c145->s10->s3->c113->s92->s75->c147->c141->s6->s77->c178->c201->s12->c188->s1->c159->c151->c156->c123->c247->c120->c139->c204->c236->c148->c253->c107->c228->c233->p100
762.4000 M20$12 10000 81 42.4000 s19 p100 59 N s19->s38->c199->c137->s17->c227->c133->c125->c176->c239->c248->c153->c214->s96->s25->s73->c200->s45->s86->s60->s7->c144->c234->s61->s41->c112->c170->c152->s13->s42->s30->s84->s20->s71->s58->c193->c252->c138->s28->s59->s0->s9->s67->s35->s70->c179->s8->c208->s62->c122->c237->c115->c108->c221->c235->c162->c222->c174->c130->s74->c106->c215->s56->s83->s37->s66->c209->c159->c151->c156->c123->c247->c120->c139->c204->c236->c148->c253->c107->c228->c233->p100
762.4000 M23$12 10000 85 42.4000 s22 p100 59 N s22->c231->c212->c232->s4->s38->c199->c137->s17->c227->c133->c125->c176->c239->c248->c153->c214->s96->s25->s73->c200->s45->s86->s60->s7->c144->c234->s61->s41->c112->c170->c152->s13->s42->s30->s84->s20->s71->s58->c193->c252->c138->s28->s59->s0->s9->s67->s35->s70->c179->s8->c208->s62->c122->c237->c115->c108->c221->c235->c162->c222->c174->c130->s74->c106->c215->s56->s83->s37->s66->c209->c159->c151->c156->c123->c247->c120->c139->c204->c236->c148->c253->c107->c228->c233->p100
762.5000 M21$12 10000 40 42.5000 s20 p102 59 N s20->s84->s30->s42->c252->s71->s58->c193->c138->c202->s33->c230->s27->c168->c111->s23->s14->c157->c175->c160->s54->s24->s34->s10->s3->c113->s92->s75->c219->c147->s63->s79->s49->s76->s88->s44->c150->c182->c165->c126->p102
762.5000 M25$12 10000 18 42.5000 s24 p102 59 N s24->s34->s10->c213->c147->s92->c219->c113->c141->s63->s79->s49->s76->s88->s44->c216->c165->c126->p102
762.5000 M26$12 10000 54 42.5000 s25 p102 59 N s25->s73->c200->s45->s86->s60->s7->c152->s61->s41->c112->c170->c234->s13->s42->s30->s84->s20->s71->s58->c193->c252->c138->c202->s33->c230->s27->c168->c111->s23->s14->c157->c175->c160->s54->s24->s34->s10->s3->c113->s92->s75->c219->c147->s63->s79->s49->s76->s88->s44->c150->c182->c165->c126->p102
762.5000 M50$12 10000 8 42.5000 s49 p102 59 N s49->s79->s63->s88->s44->s69->c165->c126->p102
762.5000 M28$12 10000 28 42.5000 s27 p102 59 N s27->c132->c111->c129->s23->c194->c191->c168->c175->s24->s34->s10->s3->c213->c147->s92->c219->c113->c141->s63->s79->s49->s76->s88->s44->c216->c165->c126->p102
762.5000 M40$12 10000 34 42.5000 s39 p102 59 N s39->s99->s80->c202->s33->c230->s27->c168->c111->s23->s14->c157->c175->c160->s54->s24->s34->s10->s3->c113->s92->s75->c219->c147->s63->s79->s49->s76->s88->s44->c150->c182->c165->c126->p102
780.0000 M2$13 10000 18 0.0000 s1 p100 60 N s1->c159->c151->c250->c205->c156->c123->c139->c120->c247->c204->c229->c195->c236->c148->c253->c228->c233->p100
780.0000 M26$13 10000 3 0.0000 s25 p101 60 N s25->s73->c200->p101
780.8000 M11$13 10000 45 0.8000 s10 p100 59 N s10->s3->s34->s24->s54->s78->c203->c244->c160->c213->s92->s75->c219->c147->c197->c106->s74->c130->c249->c185->c240->c114->c118->s56->s83->s37->s66->c209->c159->c151->c250->c205->c156->c123->c139->c120->c247->c204->c229->c195->c236->c148->c253->c228->c233->p100
781.7000 M43$13 10000 12 1.7000 s42 p101 59 N s42->s13->c152->c170->s7->s60->s86->s45->c171->c112->c227->c200->p101
781.9000 M32$13 10000 37 1.9000 s31 p103 59 N s31->c165->c182->s44->s88->s79->s49->c177->s77->s6->c216->c201->c166->c141->c147->c219->c136->c197->c106->s74->c130->c249->c185->c240->c114->c118->s56->s83->s37->s66->c209->c159->c151->c250->c205->c156->c123->p103
781.9000 M43$12 10000 42 61.9000 s42 p103 58 N s42->s30->s84->s20->s71->s58->c193->c252->c138->s28->s59->s0->s9->s67->s35->s70->c179->s8->c208->s62->c122->c237->c115->c108->c221->c235->c162->c222->c174->c130->s74->c106->c215->s56->s83->s37->s66->c209->c159->c151->c156->c123->p103
781.9000 M44$12 10000 49 61.9000 s43 p103 58 N s43->s41->s61->c112->s7->c152->s13->s42->s30->s84->s20->s71->s58->c193->c252->c138->s28->s59->s0->s9->s67->s35->s70->c179->s8->c208->s62->c122->c237->c115->c108->c221->c235->c162->c222->c174->c130->s74->c106->c215->s56->s83->s37->s66->c209->c159->c151->c156->c123->p103
781.9000 M46$12 10000 53 61.9000 s45 p103 58 N s45->s86->s60->s7->c152->s61->s41->c112->c170->c234->s13->s42->s30->s84->s20->s71->s58->c193->c252->c138->s28->s59->s0->s9->s67->s35->s70->c179->s8->c208->s62->c122->c237->c115->c108->c221->c235->c162->c222->c174->c130->s74->c106->c215->s56->s83->s37->s66->c209->c159->c151->c156->c123->p103
781.9000 M12$12 10000 42 61.9000 s11 p103 58 N s11->s46->s29->s2->c154->c126->c165->s44->s88->s79->s49->s63->s76->c166->c197->c141->s6->s77->c178->c216->c136->c177->s83->s37->s66->s56->c118->c114->c240->c185->c224->c119->c116->c107->c148->c236->c253->c204->c139->c120->c156->c123->p103
781.9000 M4$13 10000 34 1.9000 s3 p103 59 N s3->s10->s34->s24->s54->s78->c203->c244->c160->c213->s92->s75->c219->c147->c197->c106->s74->c130->c249->c185->c240->c114->c118->s56->s83->s37->s66->c209->c159->c151->c250->c205->c156->c123->p103
781.9000 M49$12 10000 42 61.9000 s48 p103 58 N s48->s15->c217->s81->s90->c198->c140->s57->c138->s28->s59->s0->s9->s67->s35->s70->c179->s8->c208->s62->c122->c237->c115->c108->c221->c235->c162->c222->c174->c130->s74->c106->c215->s56->s83->s37->s66->c209->c159->c151->c156->c123->p103
781.9000 M14$12 10000 43 61.9000 s13 p103 58 N s13->s42->s30->s84->s20->s71->s58->c193->c252->c138->s28->s59->s0->s9->s67->s35->s70->c179->s8->c208->s62->c122->c237->c115->c108->c221->c235->c162->c222->c174->c130->s74->c106->c215->s56->s83->s37->s66->c209->c159->c151->c156->c123->p103
781.9000 M27$12 10000 49 61.9000 s26 p103 58 N s26->c164->c157->s14->c160->s54->s24->s34->s10->s3->c113->s92->s75->c219->c147->s63->s79->s49->s76->s88->c166->c197->c141->s6->s77->c178->c216->c136->c177->s83->s37->s66->s56->c118->c114->c240->c185->c224->c119->c116->c107->c148->c236->c253->c204->c139->c120->c156->c123->p103
781.9000 M39$12 10000 70 61.9000 s38 p103 58 N s38->c199->c137->s17->c227->c133->c125->c176->c239->c248->c153->c214->s96->s25->s73->c200->s45->s86->s60->s7->c144->c234->s61->s41->c112->c170->c152->s13->s42->s30->s84->s20->s71->s58->c193->c252->c138->s28->s59->s0->s9->s67->s35->s70->c179->s8->c208->s62->c122->c237->c115->c108->c221->c235->c162->c222->c174->c130->s74->c106->c215->s56->s83->s37->s66->c209->c159->c151->c156->c123->p103
781.9000 M50$13 10000 31 1.9000 s49 p103 59 N s49->c177->s77->s6->c216->c201->c166->c141->c147->c219->c136->c197->c106->s74->c130->c249->c185->c240->c114->c118->s56->s83->s37->s66->c209->c159->c151->c250->c205->c156->c123->p103
782.1000 M45$13 10000 6 2.1000 s44 p102 59 N s44->s88->c165->c182->c150->c154->p102
782.1000 M35$13 10000 28 2.1000 s34 p102 59 N s34->s10->s3->s78->s24->c244->c203->c160->c213->s92->s75->c219->c147->c197->c136->c141->s6->s77->c178->c166->c177->s49->s79->s63->s88->s44->c150->c154->p102
782.1000 M25$13 10000 28 2.1000 s24 p102 59 N s24->s34->s10->s3->s78->c203->c244->c160->c213->s92->s75->c219->c147->c197->c136->c141->s6->s77->c178->c166->c177->s49->s79->s63->s88->s44->c150->c154->p102
782.1000 M17$13 10000 31 2.1000 s16 p102 59 N s16->c241->s10->s3->s34->s24->s54->s78->c244->c203->c160->c213->s92->s75->c219->c147->c136->c141->s6->s77->c178->c166->c177->c216->s49->s79->s63->s88->s44->c150->c154->p102
783.9000 M12$13 10000 36 3.9000 s11 p100 59 N s11->c154->c150->s44->s88->s79->s49->c177->s77->s6->c216->c166->c201->c215->s56->s83->s37->s66->c209->c159->c151->c250->c205->c120->c139->c204->c229->c236->c148->c253->c195->c192->c224->c119->c116->c233->p100
783.9000 M47$13 10000 40 3.9000 s46 p100 59 N s46->s29->s2->c126->s11->c154->c150->s44->s88->s79->s49->c177->s77->s6->c216->c166->c201->c215->s56->s83->s37->s66->c209->c159->c151->c250->c205->c120->c139->c204->c229->c236->c148->c253->c195->c192->c224->c119->c116->c233->p100
790.4000 M24$13 10000 58 10.4000 s23 p103 59 N s23->s14->c157->c175->c145->s54->s24->s34->s10->s3->s78->c244->c203->c213->s92->s75->c219->c147->c141->s49->s79->s63->s88->s44->c165->c216->c177->s77->s6->c166->c201->s83->s37->s66->s56->c114->c240->c185->c224->c119->c116->c233->c228->c253->c236->c148->c195->c209->c250->c151->c120->c139->c204->c247->c243->c205->c156->c123->p103
794.8000 M13$13 10000 26 14.8000 s12 p103 59 N s12->c183->s1->c159->c151->c250->c209->s37->s66->s83->s56->c114->c185->c240->c224->c192->c195->c236->c148->c253->c204->c139->c120->c247->c243->c205->p103
797.3000 M44$13 10000 48 17.3000 s43 p102 59 N s43->s41->s61->c170->s7->c144->c234->s42->s13->c152->c198->s30->s84->s20->s71->s58->c193->c217->s28->s59->s0->c238->s72->s51->c145->s50->c241->s10->s3->c113->s92->s75->c219->c147->c136->c141->s6->s77->c178->c177->s49->s79->s63->s88->s44->c150->c182->c154->p102
797.3000 M1$13 10000 28 17.3000 s0 p102 59 N s0->c238->s72->s51->c145->s50->c241->s10->s3->c113->s92->s75->c219->c147->c136->c141->s6->s77->c178->c177->s49->s79->s63->s88->s44->c150->c182->c154->p102
797.3000 M36$13 10000 30 17.3000 s35 p102 59 N s35->s67->s0->c238->s72->s51->c145->s50->c241->s10->s3->c113->s92->s75->c219->c147->c136->c141->s6->s77->c178->c177->s49->s79->s63->s88->s44->c150->c182->c154->p102
797.3000 M16$13 10000 48 17.3000 s15 p102 59 N s15->c202->c198->s30->s42->s13->c144->s7->s60->s86->c112->c152->s84->s20->s71->c252->c193->c217->s28->s59->s0->c238->s72->s51->c145->s50->c241->s10->s3->c113->s92->s75->c219->c147->c136->c141->s6->s77->c178->c177->s49->s79->s63->s88->s44->c150->c182->c154->p102
797.3000 M18$13 10000 58 17.3000 s17 p102 59 N s17->s97->c218->c184->c133->c239->c176->s40->s25->s73->c200->c227->s86->s45->c171->c112->s60->s7->c144->c234->s42->s30->s84->s20->s71->s58->c193->c217->s28->s59->s0->c238->s72->s51->c145->s50->c241->s10->s3->c113->s92->s75->c219->c147->c136->c141->s6->s77->c178->c177->s49->s79->s63->s88->s44->c150->c182->c154->p102
797.3000 M19$13 10000 50 17.3000 s18 p102 59 N s18->s93->s65->s45->s86->s60->s7->c144->c234->s42->s13->c152->c198->s30->s84->s20->s71->s58->c193->c217->s28->s59->s0->c238->s72->s51->c145->s50->c241->s10->s3->c113->s92->s75->c219->c147->c136->c141->s6->s77->c178->c177->s49->s79->s63->s88->s44->c150->c182->c154->p102
