# time  ID  size  hopcount  deliveryTime  fromHost  toHost  remainingTtl  isResponse  path
2161.3000 M46$35 10000 19 61.3000 s45 p104 58 N s45->s86->s60->s7->c184->c149->c138->s73->s25->s40->c207->s96->c189->c252->c227->c196->c109->c153->c234->p104
2161.3000 M37$33 10000 30 181.3000 s36 p104 56 N s36->c246->c242->s33->c180->s57->c190->s30->s42->s13->c237->s7->s60->s86->s45->c138->s73->s25->s40->p101->c156->c210->c107->c207->s96->c189->c252->c109->c153->c234->p104
2161.3000 M50$35 10000 41 61.3000 s49 p104 58 N s49->s79->s63->s88->s76->c194->c181->c150->c151->s92->c142->s3->s10->c169->c183->s16->c187->c118->s98->c230->s35->s67->s0->s9->s59->s28->s89->c223->c161->s7->s60->s86->s45->c138->s73->s25->s96->c252->c189->c153->c234->p104
2161.3000 M29$35 10000 21 61.3000 s28 p104 58 N s28->s89->c223->c161->s7->s60->s86->s45->c138->s73->s25->s40->c207->s96->c189->c252->c227->c196->c109->c153->c234->p104
2161.3000 M48$34 10000 66 121.3000 s47 p104 57 N s47->s55->c178->c126->s44->s88->s79->s49->s63->s76->c194->c204->s94->s87->c165->c142->s3->s10->s34->s24->s54->s78->c241->s50->c145->c164->c222->c238->c124->s14->s23->c179->c175->c131->c171->c168->c232->s0->s9->s59->s28->c230->s71->s84->s20->s30->s42->s13->c237->s7->s60->s86->s45->c138->c149->s73->s25->s40->c207->s96->c189->c196->c252->c109->c153->c234->p104
2161.3000 M41$35 10000 10 61.3000 s40 p104 58 N s40->s25->s96->c189->c252->c227->c196->c109->c153->c234->p104
2161.3000 M24$35 10000 27 61.3000 s23 p104 58 N s23->c131->c179->s27->c242->s33->c180->s57->c190->s30->s42->s13->c237->s7->s60->s86->s45->c138->s73->s25->s40->c207->s96->c189->c109->c153->c234->p104
2161.3000 M7$35 10000 57 61.3000 s6 p104 58 N s6->s77->c154->c116->c166->s83->s37->s66->s56->c229->c243->c188->c106->c191->c135->c160->c195->c148->c159->c112->c209->c113->c250->c240->c119->c128->c114->c185->c201->s74->c211->c162->c187->c118->s98->c230->s35->s67->s0->s9->s59->s28->s89->c223->c161->s7->s60->s86->s45->c138->s73->s25->s96->c252->c189->c153->c234->p104
2161.3000 M2$35 10000 56 61.3000 s1 p104 58 N s1->c146->c177->c160->c205->c216->c247->c136->c135->c191->s66->s37->s83->s56->c229->c166->c243->c188->c106->c250->c112->c249->c240->c119->c128->c114->c185->c201->s74->c211->c162->c187->c118->s98->c230->s35->s67->s0->s9->s59->s28->s89->c223->c161->s7->s60->s86->s45->c138->s73->s25->s96->c252->c189->c153->c234->p104
2167.0000 M50$36 10000 10 7.0000 s49 p102 59 N s49->s79->s63->s88->s44->s69->c117->s94->c204->c126->p102
2167.0000 M32$36 10000 10 7.0000 s31 p102 59 N s31->s52->s95->c110->s44->s69->c117->s94->c204->c126->p102
2167.0000 M38$36 10000 26 7.0000 s37 p102 59 N s37->s66->s83->s56->c229->c188->c106->c250->c243->c201->c177->c221->s6->c181->c147->s63->s79->s49->s76->s88->s44->s69->c117->s94->c204->c126->p102
2168.8000 M2$36 10000 29 8.8000 s1 p103 59 N s1->c197->c221->s77->s6->c181->c154->c177->s83->s37->s66->s56->c229->c188->c106->c250->c243->c201->c148->c194->c160->c113->c195->c209->c247->c216->c191->c123->c139->p103
2173.6000 M11$36 10000 44 13.6000 s10 p103 59 N s10->c164->s16->c150->s92->s75->c151->c142->c146->c112->s69->s44->s88->s79->s49->c181->s6->s77->c203->c221->c154->c177->s83->s37->s66->s56->c229->c188->c106->c243->c201->c148->c250->c195->c209->c228->c135->c205->c136->c247->c216->c191->c123->c139->p103
2178.5000 M3$36 10000 9 18.5000 s2 p102 59 N s2->s29->s46->s11->c215->c182->s47->c204->c126->p102
2188.9000 M8$36 10000 5 28.9000 s7 p101 59 N s7->s60->s86->s45->c210->p101
2188.9000 M1$36 10000 19 28.9000 s0 p101 59 N s0->s9->s59->s28->s89->c223->s84->s20->s30->s42->s13->c149->c158->c237->s7->s60->s86->s45->c210->p101
2188.9000 M25$36 10000 30 28.9000 s24 p101 59 N s24->s34->s10->s3->s78->s54->c169->c222->c187->s98->c224->s35->s67->s0->s9->s59->s28->s89->c223->s84->s20->s30->s42->s13->c158->s7->s60->s86->s45->c210->p101
2188.9000 M13$36 10000 64 28.9000 s12 p101 59 N s12->c197->c177->s83->s37->s66->s56->c229->c188->c106->c243->c201->c221->s77->s6->c181->s49->s79->s63->s88->s44->s69->c117->s94->s87->c238->c124->c112->c142->s92->s75->c150->s16->c164->s10->s3->s34->s24->s54->c169->s50->c145->c187->s98->c224->s35->s67->s0->s9->s59->s28->s89->c223->s84->s20->s30->s42->s13->c158->s7->s60->s86->s45->c210->p101
2188.9000 M36$36 10000 21 28.9000 s35 p101 59 N s35->s67->s0->s9->s59->s28->s89->c223->s84->s20->s30->s42->s13->c149->c158->c237->s7->s60->s86->s45->c210->p101
2188.9000 M44$36 10000 23 28.9000 s43 p101 59 N s43->s41->s61->c149->s13->s42->s30->s84->s20->s71->s58->c161->c140->s57->c192->c184->c158->c237->s7->s60->s86->s45->c210->p101
2188.9000 M12$35 10000 51 88.9000 s11 p101 58 N s11->c126->c182->c215->c178->s44->s88->s79->s49->s63->s76->c197->c150->c147->s75->s92->c151->c142->c146->s3->s10->c241->s16->c164->c162->c224->s98->c170->s67->s0->s9->s59->s28->s89->c223->s84->s20->s30->s42->s13->c149->s61->s41->s43->c130->c158->s7->s60->s86->s45->c210->p101
2188.9000 M7$36 10000 51 28.9000 s6 p101 59 N s6->c181->c147->s63->s79->s49->s76->s88->s44->s69->c117->s94->c124->c112->c142->c146->s92->s75->c150->c151->s16->c164->s10->s3->s34->s24->s54->c169->c157->c187->s98->c224->s35->s67->s0->s9->s59->s28->s89->c223->s84->s20->s30->s42->s13->c158->s7->s60->s86->s45->c210->p101
2188.9000 M23$35 10000 8 88.9000 s22 p101 58 N s22->c198->c219->s93->s18->s65->s45->c210->p101
2188.9000 M35$36 10000 30 28.9000 s34 p101 59 N s34->s10->s3->s78->s24->s54->c169->c222->c187->s98->c224->s35->s67->s0->s9->s59->s28->s89->c223->s84->s20->s30->s42->s13->c158->s7->s60->s86->s45->c210->p101
2188.9000 M6$35 10000 59 88.9000 s5 p101 58 N s5->c213->c155->c208->s2->s29->s46->s11->c215->c182->c126->p102->c178->s44->s88->s79->s49->s63->s76->c197->c150->c147->s75->s92->c151->c142->c146->s3->s10->c241->s16->c164->c162->c224->s98->c170->s67->s0->s9->s59->s28->s89->c223->s84->s20->s30->s42->s13->c149->s61->s41->s43->c130->c158->s7->s60->s86->s45->c210->p101
2191.5000 M10$36 10000 52 31.5000 s9 p100 59 N s9->s0->s59->s28->s89->c223->s84->s20->s30->s42->s13->c149->c158->c184->s58->s71->c140->s57->c242->s33->c180->s27->c179->c168->c175->s23->s14->c157->c222->c169->s54->s24->s34->s10->s3->c142->s92->s75->c147->c253->c229->s56->s83->s37->s66->c106->c188->c243->c201->c148->c194->c154->p100
2191.5000 M4$36 10000 22 31.5000 s3 p100 59 N s3->s10->c164->s16->c150->s92->s75->c151->c142->c146->c112->s69->s44->s88->s79->s49->c181->s6->s77->c203->c221->c154->p100
2191.5000 M28$36 10000 31 31.5000 s27 p100 59 N s27->c179->c168->c175->s23->s14->c157->c222->c169->s54->s24->s34->s10->s3->c142->s92->s75->c147->c253->c229->s56->s83->s37->s66->c106->c188->c243->c201->c148->c194->c154->p100
2191.5000 M39$36 10000 56 31.5000 s38 p100 59 N s38->s4->s19->c156->c198->c219->s93->s18->s65->s45->s86->s60->s7->c237->c254->s42->s30->s84->s20->s71->s58->c192->s57->c180->s33->c242->s27->c168->c175->s23->s14->c157->c222->c169->s54->s24->s34->s10->s3->c142->s92->s75->c147->c253->c229->s56->s83->s37->s66->c106->c188->c243->c201->c148->c194->c154->p100
2191.5000 M9$35 10000 48 91.5000 s8 p100 58 N s8->c170->c174->s21->c163->c230->c233->s70->s35->s67->s0->s9->s59->s28->c171->s33->c180->s27->c179->c168->c131->s23->s14->c157->c222->c169->s54->s24->s34->s10->s3->c142->s92->s75->c147->c253->c229->s56->s83->s37->s66->c106->c188->c243->c201->c148->c194->c154->p100
2191.5000 M14$36 10000 44 31.5000 s13 p100 59 N s13->s42->s30->s84->s20->s71->s58->c161->c140->s57->c242->s33->c180->s27->c179->c168->c175->s23->s14->c157->c222->c169->s54->s24->s34->s10->s3->c142->s92->s75->c147->c253->c229->s56->s83->s37->s66->c106->c188->c243->c201->c148->c194->c154->p100
2197.3000 M42$36 10000 37 37.3000 s41 p103 59 N s41->s43->s61->c149->s13->s42->s30->s84->s20->s71->s58->c161->c140->s57->c242->s33->c180->s27->c179->c168->c175->s23->s14->c157->c222->c169->s54->s24->s34->s10->s3->c142->s92->s75->c147->c253->c229->p103
2197.3000 M5$36 10000 45 37.3000 s4 p103 59 N s4->s38->s19->c156->c198->c219->s93->s18->s65->s45->s86->s60->s7->c237->c254->s42->s30->s84->s20->s71->s58->c192->s57->c180->s33->c242->s27->c168->c175->s23->s14->c157->c222->c169->s54->s24->s34->s10->s3->c142->s92->s75->c147->c253->c229->p103
2197.3000 M21$36 10000 35 37.3000 s20 p103 59 N s20->s84->s30->s42->s13->c149->c158->c184->s58->s71->c140->s57->c242->s33->c180->s27->c179->c168->c175->s23->s14->c157->c222->c169->s54->s24->s34->s10->s3->c142->s92->s75->c147->c253->c229->p103
2197.3000 M20$36 10000 45 37.3000 s19 p103 59 N s19->s38->s4->c156->c198->c219->s93->s18->s65->s45->s86->s60->s7->c237->c254->s42->s30->s84->s20->s71->s58->c192->s57->c180->s33->c242->s27->c168->c175->s23->s14->c157->c222->c169->s54->s24->s34->s10->s3->c142->s92->s75->c147->c253->c229->p103
2197.3000 M31$36 10000 36 37.3000 s30 p103 59 N s30->s42->s13->c149->c158->c184->s84->s20->s71->s58->c161->c140->s57->c242->s33->c180->s27->c179->c168->c175->s23->s14->c157->c222->c169->s54->s24->s34->s10->s3->c142->s92->s75->c147->c253->c229->p103
2216.5000 M41$36 10000 81 56.5000 s40 p103 59 N s40->s25->s73->c107->p101->c226->c210->s45->s86->s60->s7->c237->c254->s42->s30->s84->s20->s71->s58->c192->s57->c140->c190->c230->c138->c184->s28->s59->s0->s9->s67->s35->c224->c162->s98->c187->c145->s50->c169->s54->s24->s34->s10->c164->c241->c183->s92->s75->c150->c151->c147->c253->c211->s74->c235->c108->c115->c236->c173->c240->c159->c141->c250->c116->c188->c114->c195->c209->c135->s37->c148->c160->c139->c136->c247->c216->c205->c191->c123->c120->c229->p103
2216.5000 M26$36 10000 65 56.5000 s25 p100 59 N s25->s73->c107->p101->s40->c226->c210->s45->s86->s60->s7->c237->c254->s42->s30->s84->s20->s71->s58->c192->s57->c140->c190->c230->c138->c184->s28->s59->s0->s9->s67->s35->c224->c162->s98->c187->c145->s50->c169->s54->s24->s34->s10->c164->c241->c183->s92->s75->c150->c151->c147->c253->c211->s74->c235->c108->c115->c236->c173->c240->c159->c141->c250->c116->c188->p100
2220.0000 M21$37 10000 14 0.0000 s20 p101 60 N s20->s84->s30->s42->s13->c158->s7->s60->s86->s45->c210->s73->s25->s40->p101
2220.0000 M31$37 10000 12 0.0000 s30 p101 60 N s30->s42->s13->c158->s7->s60->s86->s45->c210->s73->s25->s40->p101
2228.2000 M7$37 10000 31 8.2000 s6 p103 59 N s6->s77->c166->c177->s83->s37->s66->s56->c106->c243->c201->c194->c154->c159->c116->c250->c141->c114->c188->c240->c173->c195->c209->c247->c216->c205->c191->c123->c120->c148->c113->p103
2228.5000 M22$36 10000 54 68.5000 s21 p102 58 N s21->c174->c233->s70->s35->s67->s0->s9->s59->s28->s89->c223->s84->s20->s30->s58->s71->c140->s57->c192->c190->s90->c244->s39->s99->s80->c180->s33->c242->c168->c175->s23->s14->c157->c222->c169->s54->s24->s34->s10->s3->c142->s92->s75->c151->c146->c178->c238->s94->c117->s69->s44->c110->c126->p102
2228.5000 M25$37 10000 18 8.5000 s24 p102 59 N s24->s34->s10->s3->s78->c112->c222->c183->c117->c178->s87->s94->c124->s69->s44->c221->c110->c126->p102
2228.5000 M19$36 10000 50 68.5000 s18 p102 58 N s18->s93->s65->s45->s86->s60->s7->c237->c254->c158->s30->s42->c184->s84->s20->s71->s58->c161->c140->s57->c242->s33->c180->s27->c179->c168->c175->s23->s14->c157->c222->c169->s54->s24->s34->s10->s3->c142->s92->s75->c151->c146->c178->c238->s94->c117->s69->s44->c110->c126->p102
2228.5000 M24$36 10000 23 68.5000 s23 p102 58 N s23->s14->c157->c222->c169->s54->s24->s34->s10->s3->c142->s92->s75->c151->c146->c178->c238->s94->c117->s69->s44->c110->c126->p102
2228.5000 M15$36 10000 22 68.5000 s14 p102 58 N s14->c157->c222->c169->s54->s24->s34->s10->s3->c142->s92->s75->c151->c146->c178->c238->s94->c117->s69->s44->c110->c126->p102
2228.5000 M43$36 10000 42 68.5000 s42 p102 58 N s42->s13->c149->c158->s30->s84->s20->s71->s58->c161->c140->s57->c242->s33->c180->s27->c179->c168->c175->s23->s14->c157->c222->c169->s54->s24->s34->s10->s3->c142->s92->s75->c151->c146->c178->c238->s94->c117->s69->s44->c110->c126->p102
2229.1000 M45$37 10000 26 9.1000 s44 p100 59 N s44->s88->s79->s49->s63->s76->c142->c181->s6->s77->c166->c177->s83->s37->s66->s56->c106->c243->c201->c194->c154->c159->c116->c250->c141->c231->p100
2229.1000 M11$37 10000 41 9.1000 s10 p100 59 N s10->s3->s34->s24->s54->s78->c112->c222->c183->c117->c178->s87->s94->c124->s69->s44->s88->s79->s49->s63->s76->c142->c181->s6->s77->c166->c177->s83->s37->s66->s56->c106->c243->c201->c194->c154->c159->c116->c250->c141->c231->p100
2229.6000 M24$37 10000 50 9.6000 s23 p100 59 N s23->s14->c246->c131->c157->c168->s50->c169->s54->s24->s34->s10->s3->c241->c117->c178->s87->s94->c124->s69->s44->s88->s79->s49->s63->s76->c197->c181->c142->c203->s77->s6->c166->c177->s83->s37->s66->s56->c106->c243->c201->c194->c154->c159->c116->c250->c141->c114->c188->c231->p100
2231.9000 M2$37 10000 15 11.9000 s1 p102 59 N s1->c166->s77->c203->c181->c142->s49->s79->s63->s88->s44->c221->s31->c110->c126->p102
2233.1000 M28$37 10000 30 13.1000 s27 p101 59 N s27->c175->c242->s33->c171->c184->c230->c138->s58->s84->s20->s30->s42->s13->c149->s61->s41->c254->c130->s7->s60->s86->s45->s65->c193->c107->c210->s73->s25->s40->p101
2233.1000 M15$37 10000 38 13.1000 s14 p101 59 N s14->s23->c246->c131->c157->c168->c179->c180->s27->c175->c242->s33->c171->c184->c230->c138->s58->s84->s20->s30->s42->s13->c149->s61->s41->c254->c130->s7->s60->s86->s45->s65->c193->c107->c210->s73->s25->s40->p101
2233.3000 M34$36 10000 15 73.3000 s33 p104 58 N s33->c242->s57->c192->c244->c190->s90->s81->c129->s15->s48->c207->c202->c152->c111->p104
2233.3000 M46$36 10000 29 73.3000 s45 p104 58 N s45->s86->s60->s7->c237->c254->c158->s30->s42->c184->s84->s20->s71->s58->c161->c140->s57->c192->c244->c190->s90->s81->c129->s15->s48->c207->c202->c152->c111->p104
2233.3000 M49$36 10000 5 73.3000 s48 p104 58 N s48->c207->c202->c152->c111->p104
2233.3000 M17$36 10000 39 73.3000 s16 p104 58 N s16->c164->s10->s3->s34->s24->s54->c169->c157->c187->s98->c224->s35->s67->s0->s9->s59->s28->s89->c223->s84->s20->s30->s42->c230->c138->c161->c184->s71->s58->c192->c232->c129->s15->s48->c207->c202->c152->c111->p104
2233.3000 M29$36 10000 27 73.3000 s28 p104 58 N s28->s89->c223->s84->s20->s30->s42->s13->c149->c158->c184->s58->s71->c140->s57->c192->c244->c190->s90->s81->c129->s15->s48->c207->c202->c152->c111->p104
2233.3000 M45$36 10000 51 73.3000 s44 p104 58 N s44->s69->c117->s94->c124->c112->c142->c146->s92->s75->c150->c151->s16->c164->s10->s3->s34->s24->s54->c169->c157->c187->s98->c224->s35->s67->s0->s9->s59->s28->s89->c223->s84->s20->s30->s42->c230->c138->c161->c184->s71->s58->c192->c232->c129->s15->s48->c207->c202->c152->c111->p104
2233.3000 M16$36 10000 6 73.3000 s15 p104 58 N s15->s48->c207->c202->c152->c111->p104
2233.3000 M40$36 10000 12 73.3000 s39 p104 58 N s39->c244->c190->s90->s81->c129->s15->s48->c207->c202->c152->c111->p104
2233.3000 M9$34 10000 23 193.3000 s8 p104 56 N s8->c170->c174->s21->c163->c230->c233->s70->s35->s67->s0->s9->s59->s28->s89->c223->c161->s7->s60->s86->s45->c138->c111->p104
2233.3000 M23$36 10000 30 73.3000 s22 p104 58 N s22->c198->c219->s93->s18->s65->s45->s86->s60->s7->c237->c254->s42->s30->s84->s20->s71->s58->c192->s57->c140->c232->c190->c129->s15->s48->c207->c202->c152->c111->p104
2238.9000 M48$36 10000 34 78.9000 s47 p100 58 N s47->c204->c126->c110->s31->s52->s95->c221->s44->s88->s79->s49->c203->s77->s6->c201->c177->s83->s37->s66->s56->c106->c243->c249->c128->c119->c188->c114->c141->c250->c116->c159->c195->c209->p100
2241.3000 M30$37 10000 6 21.3000 s29 p102 59 N s29->s2->s46->s11->c110->c126->p102
2241.3000 M12$37 10000 3 21.3000 s11 p102 59 N s11->c110->c126->p102
2247.5000 M34$37 10000 34 27.5000 s33 p103 59 N s33->c175->s27->c180->c179->c168->s50->c169->s54->s24->s34->s10->s3->c241->c117->c178->s87->s94->c124->s69->s44->s88->s79->s49->s63->s76->c197->c181->c142->c203->s77->s6->c166->c148->p103
2247.5000 M17$37 10000 22 27.5000 s16 p103 59 N s16->c241->c117->c178->s87->s94->c124->s69->s44->s88->s79->s49->s63->s76->c197->c181->c142->c203->s77->s6->c166->c148->p103
2247.5000 M30$36 10000 51 87.5000 s29 p103 58 N s29->s2->s46->s11->c215->c182->s47->c204->c126->c110->s31->s52->s95->c221->s44->s88->s79->s49->c203->s77->s6->c201->c177->s83->s37->s66->s56->c106->c243->c249->c128->c119->c188->c114->c141->c250->c116->c159->c195->c209->c135->c228->c247->c216->c205->c136->c139->c160->c229->c166->c148->p103
2247.5000 M47$37 10000 45 27.5000 s46 p103 59 N s46->s11->c110->c126->c222->c124->s69->s44->s88->s79->s49->s63->s76->c181->c203->c201->s77->c142->c177->s83->s37->s66->s56->c106->c243->c249->c128->c119->c236->c188->c115->c250->c141->c114->c195->c209->c247->c216->c205->c136->c139->c160->c228->c166->c148->p103
2248.0000 M49$37 10000 37 28.0000 s48 p101 59 N s48->s15->c223->s90->s81->c149->s13->s42->s30->s84->s20->s71->s58->c140->c230->c138->c184->c207->c190->c145->s0->s9->s59->s28->s89->c198->s60->s7->c130->c254->c107->s86->s45->c193->s73->s25->s40->p101
2248.2000 M33$37 10000 51 28.2000 s32 p100 59 N s32->c213->c204->s2->s29->s46->s11->c110->c126->c222->c124->s69->s44->s88->s79->s49->s63->s76->c181->c203->c201->s77->c142->c177->s83->s37->s66->s56->c106->c243->c249->c128->c119->c236->c188->c115->c250->c141->c114->c195->c209->c247->c216->c205->c136->c139->c160->c228->c135->c116->c159->p100
2248.2000 M3$37 10000 48 28.2000 s2 p100 59 N s2->s29->s46->s11->c110->c126->c222->c124->s69->s44->s88->s79->s49->s63->s76->c181->c203->c201->s77->c142->c177->s83->s37->s66->s56->c106->c243->c249->c128->c119->c236->c188->c115->c250->c141->c114->c195->c209->c247->c216->c205->c136->c139->c160->c228->c135->c116->c159->p100
2248.2000 M6$37 10000 52 28.2000 s5 p100 59 N s5->c144->c213->c204->s2->s29->s46->s11->c110->c126->c222->c124->s69->s44->s88->s79->s49->s63->s76->c181->c203->c201->s77->c142->c177->s83->s37->s66->s56->c106->c243->c249->c128->c119->c236->c188->c115->c250->c141->c114->c195->c209->c247->c216->c205->c136->c139->c160->c228->c135->c116->c159->p100
2256.0000 M13$37 10000 43 36.0000 s12 p102 59 N s12->c197->c142->c177->s83->s37->s66->s56->c106->c194->c154->c173->c249->c243->c128->c119->c236->c188->c115->c108->c235->c132->s74->c211->c185->c229->c147->c164->s75->s92->c146->c238->c117->c178->s87->s94->c124->s69->s44->c221->s31->c222->c126->p102
2259.8000 M42$37 10000 44 39.8000 s41 p102 59 N s41->s43->s61->c158->s7->c237->s42->s30->s84->s20->s71->s58->c192->s33->c175->c131->s23->s14->c246->c157->c179->s51->c168->s50->c169->s54->s24->s34->s10->s3->s78->c112->c241->c117->c178->s87->s94->c124->s69->s44->c221->s31->c222->c126->p102
2259.8000 M8$37 10000 49 39.8000 s7 p102 59 N s7->s60->s86->s45->c210->c130->s41->s43->s61->c158->s13->s42->s30->s84->s20->s71->s58->c192->s33->c175->c131->s23->s14->c246->c157->c179->s51->c168->s50->c169->s54->s24->s34->s10->s3->s78->c112->c241->c117->c178->s87->s94->c124->s69->s44->c221->s31->c222->c126->p102
2259.8000 M22$37 10000 58 39.8000 s21 p102 59 N s21->c163->c220->c233->c174->s70->s35->s67->s0->s9->s59->s28->c190->c145->c171->c184->c230->c138->s58->s84->s20->s30->s42->c140->c207->s57->c192->s33->c175->c131->s23->s14->c246->c157->c179->s51->c168->s50->c169->s54->s24->s34->s10->s3->s78->c112->c241->c117->c178->s87->s94->c124->s69->s44->c221->s31->c222->c126->p102
2259.8000 M36$37 10000 51 39.8000 s35 p102 59 N s35->s70->c174->c233->c161->s93->s18->s65->s45->s86->s60->s7->c237->s42->s30->s84->s20->s71->s58->c192->s33->c175->c131->s23->s14->c246->c157->c179->s51->c168->s50->c169->s54->s24->s34->s10->s3->s78->c112->c241->c117->c178->s87->s94->c124->s69->s44->c221->s31->c222->c126->p102
2259.8000 M44$37 10000 44 39.8000 s43 p102 59 N s43->s41->s61->c158->s7->c237->s42->s30->s84->s20->s71->s58->c192->s33->c175->c131->s23->s14->c246->c157->c179->s51->c168->s50->c169->s54->s24->s34->s10->s3->s78->c112->c241->c117->c178->s87->s94->c124->s69->s44->c221->s31->c222->c126->p102
2259.8000 M43$37 10000 42 39.8000 s42 p102 59 N s42->s13->c158->s7->c237->s30->s84->s20->s71->s58->c192->s33->c175->c131->s23->s14->c246->c157->c179->s51->c168->s50->c169->s54->s24->s34->s10->s3->s78->c112->c241->c117->c178->s87->s94->c124->s69->s44->c221->s31->c222->c126->p102
2259.8000 M9$37 10000 57 39.8000 s8 p102 59 N s8->c224->s35->s67->s0->s9->s59->s28->s89->c198->s60->s7->c237->s42->s30->s84->s20->s71->s58->c140->c230->c138->c184->c207->s57->c192->s33->c175->c131->s23->s14->c246->c157->c179->s51->c168->s50->c169->s54->s24->s34->s10->s3->s78->c112->c241->c117->c178->s87->s94->c124->s69->s44->c221->s31->c222->c126->p102
2262.6000 M5$37 10000 57 42.6000 s4 p104 59 N s4->s38->s19->c156->c248->s22->c121->c212->c245->s21->c163->c220->c233->c174->s70->s35->s67->s0->s9->s59->c190->c145->c171->c184->c230->c138->s58->s84->s20->s30->s42->s13->c149->s61->s41->c254->c130->s7->s60->s86->s45->s65->c193->c107->c210->s73->c158->c196->c109->c226->c153->c176->c217->c225->c223->c111->c202->p104
2262.6000 M20$37 10000 57 42.6000 s19 p104 59 N s19->s38->s4->c156->c248->s22->c121->c212->c245->s21->c163->c220->c233->c174->s70->s35->s67->s0->s9->s59->c190->c145->c171->c184->c230->c138->s58->s84->s20->s30->s42->s13->c149->s61->s41->c254->c130->s7->s60->s86->s45->s65->c193->c107->c210->s73->c158->c196->c109->c226->c153->c176->c217->c225->c223->c111->c202->p104
2262.6000 M14$37 10000 12 42.6000 s13 p104 59 N s13->s42->s30->s84->s20->s71->s58->c192->s57->c223->c111->c202->p104
2270.8000 M50$37 10000 38 50.8000 s49 p101 59 N s49->s79->s63->s88->s44->s69->c124->s94->s87->c178->c117->c183->s3->s10->s34->s24->s54->c169->s50->c168->s51->c180->c163->s35->s67->s0->s9->s59->s28->s89->c198->s60->s7->c130->c107->s86->s45->c193->p101
2270.8000 M33$36 10000 50 110.8000 s32 p101 58 N s32->c208->s2->s29->s46->s11->c215->c182->s47->c204->c126->c110->s31->s52->s95->c221->s44->s69->c124->s94->s87->c178->c117->c241->s10->s3->s34->s24->s54->c169->s50->c168->s51->c180->c163->s35->s67->s0->s9->s59->s28->s89->c198->s60->s7->c130->c107->s86->s45->c193->p101
2270.8000 M12$36 10000 48 110.8000 s11 p101 58 N s11->s46->s29->s2->c215->c182->s47->c204->c126->c110->s31->s52->s95->c221->s44->s69->c124->s94->s87->c178->c117->c241->s10->s3->s34->s24->s54->c169->s50->c168->s51->c180->c163->s35->s67->s0->s9->s59->s28->s89->c198->s60->s7->c130->c107->s86->s45->c193->p101
2270.8000 M47$36 10000 48 110.8000 s46 p101 58 N s46->s29->s2->c215->s11->c182->s47->c204->c126->c110->s31->s52->s95->c221->s44->s69->c124->s94->s87->c178->c117->c241->s10->s3->s34->s24->s54->c169->s50->c168->s51->c180->c163->s35->s67->s0->s9->s59->s28->s89->c198->s60->s7->c130->c107->s86->s45->c193->p101
2270.8000 M38$37 10000 52 50.8000 s37 p101 59 N s37->s66->s83->s56->c106->c243->c201->c194->c177->c166->s77->c203->c181->c142->s49->s79->s63->s88->s44->s69->c124->s94->s87->c178->c117->c241->s10->s3->s34->s24->s54->c169->s50->c168->s51->c180->c163->s35->s67->s0->s9->s59->s28->s89->c198->s60->s7->c130->c107->s86->s45->c193->p101
2270.8000 M6$36 10000 45 110.8000 s5 p101 58 N s5->c213->c204->c182->s2->s29->s46->s11->c110->c126->c222->c124->s94->s87->c178->c117->c146->s92->c150->s10->s3->s34->s24->s54->c169->s50->c168->s51->c180->c163->s35->s67->s0->s9->s59->s28->s89->c198->s60->s7->c130->c107->s86->s45->c193->p101
2278.5000 M19$37 10000 59 58.5000 s18 p100 59 N s18->s93->s65->s45->s86->s60->s7->c237->s42->s30->s84->s20->s71->s58->c192->s33->c175->c131->s23->s14->c246->c157->c179->s51->c168->s50->c169->s54->s24->s34->s10->s3->s78->c112->c241->c117->c146->s92->s75->c253->c164->c147->c229->c185->c128->c249->s56->s83->s37->s66->c106->c194->c173->c116->c250->c114->c195->c240->c231->p100
2278.5000 M40$37 10000 50 58.5000 s39 p100 59 N s39->c244->c232->c207->c234->c192->s33->c175->c131->s23->s14->c246->c157->c179->s51->c168->s50->c169->s54->s24->s34->s10->s3->s78->c112->c241->c117->c146->s92->s75->c253->c164->c147->c229->c185->c128->c249->s56->s83->s37->s66->c106->c194->c173->c116->c250->c114->c195->c240->c231->p100
2278.5000 M39$37 10000 79 58.5000 s38 p100 59 N s38->s4->s19->c156->c248->s22->c121->c212->c245->s21->c163->c220->c233->c174->s70->s35->s67->s0->s9->s59->c190->c145->c171->c184->c230->c138->s58->s84->s20->s30->s42->c140->c207->s57->c192->s33->c175->c131->s23->s14->c246->c157->c179->s51->c168->s50->c169->s54->s24->s34->s10->s3->s78->c112->c241->c117->c146->s92->s75->c253->c164->c147->c229->c185->c128->c249->s56->s83->s37->s66->c106->c194->c173->c116->c250->c114->c195->c240->c231->p100
2278.5000 M9$36 10000 70 118.5000 s8 p100 58 N s8->c224->s35->s67->s0->s9->s59->s28->s89->c198->s60->s7->c237->s42->s30->s84->s20->s71->s58->c140->c230->c138->c184->c207->s57->c192->s33->c175->c131->s23->s14->c246->c157->c179->s51->c168->s50->c169->s54->s24->s34->s10->s3->s78->c112->c241->c117->c146->s92->s75->c253->c164->c147->c229->c185->c128->c249->s56->s83->s37->s66->c106->c194->c173->c116->c250->c114->c195->c240->c231->p100
