# time  ID  size  fromHost  toHost  TTL  isResponse
720.0000 M28$12 10000 s27 p102 60 N 
720.0000 M29$12 10000 s28 p100 60 N 
720.0000 M30$12 10000 s29 p101 60 N 
720.0000 M31$12 10000 s30 p101 60 N 
720.0000 M32$12 10000 s31 p103 60 N 
720.0000 M33$12 10000 s32 p103 60 N 
720.0000 M34$12 10000 s33 p100 60 N 
720.0000 M35$12 10000 s34 p103 60 N 
720.0000 M36$12 10000 s35 p101 60 N 
720.0000 M37$12 10000 s36 p103 60 N 
720.0000 M38$12 10000 s37 p100 60 N 
720.0000 M39$12 10000 s38 p103 60 N 
720.0000 M40$12 10000 s39 p102 60 N 
720.0000 M41$12 10000 s40 p104 60 N 
720.0000 M42$12 10000 s41 p104 60 N 
720.0000 M43$12 10000 s42 p103 60 N 
720.0000 M44$12 10000 s43 p103 60 N 
720.0000 M45$12 10000 s44 p101 60 N 
720.0000 M46$12 10000 s45 p103 60 N 
720.0000 M47$12 10000 s46 p101 60 N 
720.0000 M48$12 10000 s47 p101 60 N 
720.0000 M49$12 10000 s48 p103 60 N 
720.0000 M50$12 10000 s49 p102 60 N 
780.0000 M1$13 10000 s0 p102 60 N 
780.0000 M2$13 10000 s1 p100 60 N 
780.0000 M3$13 10000 s2 p104 60 N 
780.0000 M4$13 10000 s3 p103 60 N 
780.0000 M5$13 10000 s4 p103 60 N 
780.0000 M6$13 10000 s5 p102 60 N 
780.0000 M7$13 10000 s6 p101 60 N 
780.0000 M8$13 10000 s7 p100 60 N 
780.0000 M9$13 10000 s8 p103 60 N 
780.0000 M10$13 10000 s9 p104 60 N 
780.0000 M11$13 10000 s10 p100 60 N 
780.0000 M12$13 10000 s11 p100 60 N 
780.0000 M13$13 10000 s12 p103 60 N 
780.0000 M14$13 10000 s13 p103 60 N 
780.0000 M15$13 10000 s14 p104 60 N 
780.0000 M16$13 10000 s15 p102 60 N 
780.0000 M17$13 10000 s16 p102 60 N 
780.0000 M18$13 10000 s17 p102 60 N 
780.0000 M19$13 10000 s18 p102 60 N 
780.0000 M20$13 10000 s19 p103 60 N 
780.0000 M21$13 10000 s20 p103 60 N 
780.0000 M22$13 10000 s21 p104 60 N 
780.0000 M23$13 10000 s22 p104 60 N 
780.0000 M24$13 10000 s23 p103 60 N 
780.0000 M25$13 10000 s24 p102 60 N 
780.0000 M26$13 10000 s25 p101 60 N 
780.0000 M27$13 10000 s26 p101 60 N 
780.0000 M28$13 10000 s27 p100 60 N 
780.0000 M29$13 10000 s28 p104 60 N 
780.0000 M30$13 10000 s29 p104 60 N 
780.0000 M31$13 10000 s30 p103 60 N 
780.0000 M32$13 10000 s31 p103 60 N 
780.0000 M33$13 10000 s32 p104 60 N 
780.0000 M34$13 10000 s33 p104 60 N 
780.0000 M35$13 10000 s34 p102 60 N 
780.0000 M36$13 10000 s35 p102 60 N 
780.0000 M37$13 10000 s36 p101 60 N 
780.0000 M38$13 10000 s37 p101 60 N 
780.0000 M39$13 10000 s38 p100 60 N 
780.0000 M40$13 10000 s39 p100 60 N 
780.0000 M41$13 10000 s40 p104 60 N 
780.0000 M42$13 10000 s41 p103 60 N 
780.0000 M43$13 10000 s42 p101 60 N 
780.0000 M44$13 10000 s43 p102 60 N 
780.0000 M45$13 10000 s44 p102 60 N 
780.0000 M46$13 10000 s45 p100 60 N 
780.0000 M47$13 10000 s46 p100 60 N 
780.0000 M48$13 10000 s47 p101 60 N 
780.0000 M49$13 10000 s48 p104 60 N 
780.0000 M50$13 10000 s49 p103 60 N 
840.0000 M1$14 10000 s0 p104 60 N 
840.0000 M2$14 10000 s1 p103 60 N 
840.0000 M3$14 10000 s2 p104 60 N 
840.0000 M4$14 10000 s3 p101 60 N 
840.0000 M5$14 10000 s4 p102 60 N 
840.0000 M6$14 10000 s5 p101 60 N 
840.0000 M7$14 10000 s6 p103 60 N 
840.0000 M8$14 10000 s7 p104 60 N 
840.0000 M9$14 10000 s8 p100 60 N 
840.0000 M10$14 10000 s9 p103 60 N 
840.0000 M11$14 10000 s10 p101 60 N 
840.0000 M12$14 10000 s11 p104 60 N 
840.0000 M13$14 10000 s12 p104 60 N 
840.0000 M14$14 10000 s13 p102 60 N 
840.0000 M15$14 10000 s14 p103 60 N 
840.0000 M16$14 10000 s15 p101 60 N 
840.0000 M17$14 10000 s16 p103 60 N 
840.0000 M18$14 10000 s17 p101 60 N 
840.0000 M19$14 10000 s18 p100 60 N 
840.0000 M20$14 10000 s19 p100 60 N 
840.0000 M21$14 10000 s20 p103 60 N 
840.0000 M22$14 10000 s21 p103 60 N 
840.0000 M23$14 10000 s22 p104 60 N 
840.0000 M24$14 10000 s23 p104 60 N 
840.0000 M25$14 10000 s24 p102 60 N 
840.0000 M26$14 10000 s25 p100 60 N 
840.0000 M27$14 10000 s26 p103 60 N 
840.0000 M28$14 10000 s27 p103 60 N 
840.0000 M29$14 10000 s28 p101 60 N 
840.0000 M30$14 10000 s29 p104 60 N 
840.0000 M31$14 10000 s30 p100 60 N 
840.0000 M32$14 10000 s31 p103 60 N 
840.0000 M33$14 10000 s32 p103 60 N 
840.0000 M34$14 10000 s33 p101 60 N 
840.0000 M35$14 10000 s34 p104 60 N 
840.0000 M36$14 10000 s35 p102 60 N 
840.0000 M37$14 10000 s36 p102 60 N 
840.0000 M38$14 10000 s37 p100 60 N 
840.0000 M39$14 10000 s38 p103 60 N 
840.0000 M40$14 10000 s39 p103 60 N 
840.0000 M41$14 10000 s40 p101 60 N 
840.0000 M42$14 10000 s41 p101 60 N 
840.0000 M43$14 10000 s42 p100 60 N 
840.0000 M44$14 10000 s43 p103 60 N 
840.0000 M45$14 10000 s44 p101 60 N 
840.0000 M46$14 10000 s45 p101 60 N 
840.0000 M47$14 10000 s46 p102 60 N 
840.0000 M48$14 10000 s47 p103 60 N 
840.0000 M49$14 10000 s48 p100 60 N 
840.0000 M50$14 10000 s49 p100 60 N 
900.0000 M1$15 10000 s0 p101 60 N 
900.0000 M2$15 10000 s1 p103 60 N 
900.0000 M3$15 10000 s2 p100 60 N 
900.0000 M4$15 10000 s3 p101 60 N 
900.0000 M5$15 10000 s4 p101 60 N 
900.0000 M6$15 10000 s5 p103 60 N 
900.0000 M7$15 10000 s6 p100 60 N 
900.0000 M8$15 10000 s7 p101 60 N 
900.0000 M9$15 10000 s8 p104 60 N 
900.0000 M10$15 10000 s9 p102 60 N 
900.0000 M11$15 10000 s10 p102 60 N 
900.0000 M12$15 10000 s11 p104 60 N 
900.0000 M13$15 10000 s12 p100 60 N 
900.0000 M14$15 10000 s13 p102 60 N 
900.0000 M15$15 10000 s14 p102 60 N 
900.0000 M16$15 10000 s15 p104 60 N 
900.0000 M17$15 10000 s16 p100 60 N 
900.0000 M18$15 10000 s17 p102 60 N 
900.0000 M19$15 10000 s18 p101 60 N 
900.0000 M20$15 10000 s19 p103 60 N 
900.0000 M21$15 10000 s20 p100 60 N 
900.0000 M22$15 10000 s21 p103 60 N 
900.0000 M23$15 10000 s22 p103 60 N 
900.0000 M24$15 10000 s23 p101 60 N 
900.0000 M25$15 10000 s24 p100 60 N 
900.0000 M26$15 10000 s25 p103 60 N 
900.0000 M27$15 10000 s26 p103 60 N 
900.0000 M28$15 10000 s27 p101 60 N 
900.0000 M29$15 10000 s28 p100 60 N 
900.0000 M30$15 10000 s29 p101 60 N 
900.0000 M31$15 10000 s30 p103 60 N 
900.0000 M32$15 10000 s31 p102 60 N 
900.0000 M33$15 10000 s32 p103 60 N 
900.0000 M34$15 10000 s33 p102 60 N 
900.0000 M35$15 10000 s34 p104 60 N 
900.0000 M36$15 10000 s35 p100 60 N 
900.0000 M37$15 10000 s36 p103 60 N 
900.0000 M38$15 10000 s37 p102 60 N 
900.0000 M39$15 10000 s38 p104 60 N 
900.0000 M40$15 10000 s39 p101 60 N 
900.0000 M41$15 10000 s40 p100 60 N 
900.0000 M42$15 10000 s41 p104 60 N 
900.0000 M43$15 10000 s42 p100 60 N 
900.0000 M44$15 10000 s43 p102 60 N 
900.0000 M45$15 10000 s44 p101 60 N 
900.0000 M46$15 10000 s45 p104 60 N 
900.0000 M47$15 10000 s46 p100 60 N 
900.0000 M48$15 10000 s47 p102 60 N 
900.0000 M49$15 10000 s48 p104 60 N 
900.0000 M50$15 10000 s49 p103 60 N 
960.0000 M1$16 10000 s0 p103 60 N 
960.0000 M2$16 10000 s1 p103 60 N 
960.0000 M3$16 10000 s2 p101 60 N 
960.0000 M4$16 10000 s3 p101 60 N 
960.0000 M5$16 10000 s4 p104 60 N 
960.0000 M6$16 10000 s5 p102 60 N 
960.0000 M7$16 10000 s6 p104 60 N 
960.0000 M8$16 10000 s7 p104 60 N 
960.0000 M9$16 10000 s8 p101 60 N 
960.0000 M10$16 10000 s9 p100 60 N 
960.0000 M11$16 10000 s10 p102 60 N 
960.0000 M12$16 10000 s11 p101 60 N 
960.0000 M13$16 10000 s12 p101 60 N 
960.0000 M14$16 10000 s13 p104 60 N 
960.0000 M15$16 10000 s14 p102 60 N 
960.0000 M16$16 10000 s15 p103 60 N 
960.0000 M17$16 10000 s16 p103 60 N 
960.0000 M18$16 10000 s17 p102 60 N 
960.0000 M19$16 10000 s18 p103 60 N 
960.0000 M20$16 10000 s19 p102 60 N 
960.0000 M21$16 10000 s20 p103 60 N 
960.0000 M22$16 10000 s21 p101 60 N 
960.0000 M23$16 10000 s22 p104 60 N 
960.0000 M24$16 10000 s23 p104 60 N 
960.0000 M25$16 10000 s24 p103 60 N 
960.0000 M26$16 10000 s25 p104 60 N 
960.0000 M27$16 10000 s26 p104 60 N 
960.0000 M28$16 10000 s27 p104 60 N 
960.0000 M29$16 10000 s28 p101 60 N 
960.0000 M30$16 10000 s29 p104 60 N 
960.0000 M31$16 10000 s30 p100 60 N 
960.0000 M32$16 10000 s31 p104 60 N 
960.0000 M33$16 10000 s32 p100 60 N 
960.0000 M34$16 10000 s33 p104 60 N 
960.0000 M35$16 10000 s34 p100 60 N 
960.0000 M36$16 10000 s35 p104 60 N 
960.0000 M37$16 10000 s36 p100 60 N 
960.0000 M38$16 10000 s37 p103 60 N 
960.0000 M39$16 10000 s38 p102 60 N 
960.0000 M40$16 10000 s39 p101 60 N 
960.0000 M41$16 10000 s40 p102 60 N 
960.0000 M42$16 10000 s41 p102 60 N 
960.0000 M43$16 10000 s42 p100 60 N 
960.0000 M44$16 10000 s43 p101 60 N 
960.0000 M45$16 10000 s44 p104 60 N 
960.0000 M46$16 10000 s45 p104 60 N 
960.0000 M47$16 10000 s46 p102 60 N 
960.0000 M48$16 10000 s47 p100 60 N 
960.0000 M49$16 10000 s48 p102 60 N 
960.0000 M50$16 10000 s49 p102 60 N 
1020.0000 M1$17 10000 s0 p100 60 N 
1020.0000 M2$17 10000 s1 p101 60 N 
1020.0000 M3$17 10000 s2 p103 60 N 
1020.0000 M4$17 10000 s3 p100 60 N 
1020.0000 M5$17 10000 s4 p101 60 N 
1020.0000 M6$17 10000 s5 p100 60 N 
1020.0000 M7$17 10000 s6 p102 60 N 
1020.0000 M8$17 10000 s7 p104 60 N 
1020.0000 M9$17 10000 s8 p100 60 N 
1020.0000 M10$17 10000 s9 p101 60 N 
1020.0000 M11$17 10000 s10 p100 60 N 
1020.0000 M12$17 10000 s11 p102 60 N 
1020.0000 M13$17 10000 s12 p102 60 N 
1020.0000 M14$17 10000 s13 p104 60 N 
1020.0000 M15$17 10000 s14 p104 60 N 
1020.0000 M16$17 10000 s15 p101 60 N 
1020.0000 M17$17 10000 s16 p101 60 N 
1020.0000 M18$17 10000 s17 p103 60 N 
1020.0000 M19$17 10000 s18 p103 60 N 
1020.0000 M20$17 10000 s19 p102 60 N 
1020.0000 M21$17 10000 s20 p101 60 N 
1020.0000 M22$17 10000 s21 p103 60 N 
1020.0000 M23$17 10000 s22 p100 60 N 
1020.0000 M24$17 10000 s23 p101 60 N 
1020.0000 M25$17 10000 s24 p104 60 N 
1020.0000 M26$17 10000 s25 p101 60 N 
1020.0000 M27$17 10000 s26 p104 60 N 
1020.0000 M28$17 10000 s27 p104 60 N 
1020.0000 M29$17 10000 s28 p103 60 N 
1020.0000 M30$17 10000 s29 p101 60 N 
1020.0000 M31$17 10000 s30 p102 60 N 
1020.0000 M32$17 10000 s31 p104 60 N 
1020.0000 M33$17 10000 s32 p103 60 N 
1020.0000 M34$17 10000 s33 p100 60 N 
1020.0000 M35$17 10000 s34 p101 60 N 
1020.0000 M36$17 10000 s35 p103 60 N 
1020.0000 M37$17 10000 s36 p102 60 N 
1020.0000 M38$17 10000 s37 p103 60 N 
1020.0000 M39$17 10000 s38 p100 60 N 
1020.0000 M40$17 10000 s39 p103 60 N 
1020.0000 M41$17 10000 s40 p100 60 N 
1020.0000 M42$17 10000 s41 p103 60 N 
1020.0000 M43$17 10000 s42 p104 60 N 
1020.0000 M44$17 10000 s43 p103 60 N 
1020.0000 M45$17 10000 s44 p100 60 N 
1020.0000 M46$17 10000 s45 p100 60 N 
1020.0000 M47$17 10000 s46 p103 60 N 
1020.0000 M48$17 10000 s47 p101 60 N 
1020.0000 M49$17 10000 s48 p103 60 N 
1020.0000 M50$17 10000 s49 p104 60 N 
1080.0000 M1$18 10000 s0 p103 60 N 
1080.0000 M2$18 10000 s1 p104 60 N 
1080.0000 M3$18 10000 s2 p104 60 N 
1080.0000 M4$18 10000 s3 p101 60 N 
1080.0000 M5$18 10000 s4 p100 60 N 
1080.0000 M6$18 10000 s5 p102 60 N 
1080.0000 M7$18 10000 s6 p101 60 N 
1080.0000 M8$18 10000 s7 p102 60 N 
1080.0000 M9$18 10000 s8 p102 60 N 
1080.0000 M10$18 10000 s9 p104 60 N 
1080.0000 M11$18 10000 s10 p102 60 N 
1080.0000 M12$18 10000 s11 p100 60 N 
1080.0000 M13$18 10000 s12 p102 60 N 
1080.0000 M14$18 10000 s13 p102 60 N 
1080.0000 M15$18 10000 s14 p104 60 N 
1080.0000 M16$18 10000 s15 p104 60 N 
1080.0000 M17$18 10000 s16 p100 60 N 
1080.0000 M18$18 10000 s17 p104 60 N 
1080.0000 M19$18 10000 s18 p101 60 N 
1080.0000 M20$18 10000 s19 p103 60 N 
1080.0000 M21$18 10000 s20 p103 60 N 
1080.0000 M22$18 10000 s21 p100 60 N 
1080.0000 M23$18 10000 s22 p100 60 N 
1080.0000 M24$18 10000 s23 p101 60 N 
1080.0000 M25$18 10000 s24 p101 60 N 
1080.0000 M26$18 10000 s25 p104 60 N 
1080.0000 M27$18 10000 s26 p103 60 N 
1080.0000 M28$18 10000 s27 p100 60 N 
1080.0000 M29$18 10000 s28 p103 60 N 
1080.0000 M30$18 10000 s29 p103 60 N 
1080.0000 M31$18 10000 s30 p103 60 N 
1080.0000 M32$18 10000 s31 p103 60 N 
1080.0000 M33$18 10000 s32 p100 60 N 
1080.0000 M34$18 10000 s33 p103 60 N 
1080.0000 M35$18 10000 s34 p101 60 N 
1080.0000 M36$18 10000 s35 p100 60 N 
1080.0000 M37$18 10000 s36 p102 60 N 
1080.0000 M38$18 10000 s37 p102 60 N 
1080.0000 M39$18 10000 s38 p100 60 N 
1080.0000 M40$18 10000 s39 p101 60 N 
1080.0000 M41$18 10000 s40 p100 60 N 
1080.0000 M42$18 10000 s41 p101 60 N 
1080.0000 M43$18 10000 s42 p104 60 N 
1080.0000 M44$18 10000 s43 p102 60 N 
1080.0000 M45$18 10000 s44 p100 60 N 
1080.0000 M46$18 10000 s45 p101 60 N 
1080.0000 M47$18 10000 s46 p101 60 N 
1080.0000 M48$18 10000 s47 p103 60 N 
1080.0000 M49$18 10000 s48 p103 60 N 
1080.0000 M50$18 10000 s49 p103 60 N 
1140.0000 M1$19 10000 s0 p101 60 N 
1140.0000 M2$19 10000 s1 p100 60 N 
1140.0000 M3$19 10000 s2 p100 60 N 
1140.0000 M4$19 10000 s3 p101 60 N 
1140.0000 M5$19 10000 s4 p101 60 N 
1140.0000 M6$19 10000 s5 p103 60 N 
1140.0000 M7$19 10000 s6 p102 60 N 
1140.0000 M8$19 10000 s7 p104 60 N 
1140.0000 M9$19 10000 s8 p100 60 N 
1140.0000 M10$19 10000 s9 p102 60 N 
1140.0000 M11$19 10000 s10 p100 60 N 
1140.0000 M12$19 10000 s11 p100 60 N 
1140.0000 M13$19 10000 s12 p101 60 N 
1140.0000 M14$19 10000 s13 p101 60 N 
1140.0000 M15$19 10000 s14 p103 60 N 
1140.0000 M16$19 10000 s15 p103 60 N 
1140.0000 M17$19 10000 s16 p104 60 N 
1140.0000 M18$19 10000 s17 p104 60 N 
1140.0000 M19$19 10000 s18 p103 60 N 
1140.0000 M20$19 10000 s19 p102 60 N 
1140.0000 M21$19 10000 s20 p101 60 N 
1140.0000 M22$19 10000 s21 p100 60 N 
1140.0000 M23$19 10000 s22 p103 60 N 
1140.0000 M24$19 10000 s23 p104 60 N 
1140.0000 M25$19 10000 s24 p104 60 N 
1140.0000 M26$19 10000 s25 p103 60 N 
1140.0000 M27$19 10000 s26 p103 60 N 
1140.0000 M28$19 10000 s27 p104 60 N 
1140.0000 M29$19 10000 s28 p104 60 N 
1140.0000 M30$19 10000 s29 p100 60 N 
1140.0000 M31$19 10000 s30 p101 60 N 
1140.0000 M32$19 10000 s31 p104 60 N 
1140.0000 M33$19 10000 s32 p103 60 N 
1140.0000 M34$19 10000 s33 p103 60 N 
1140.0000 M35$19 10000 s34 p104 60 N 
1140.0000 M36$19 10000 s35 p104 60 N 
1140.0000 M37$19 10000 s36 p103 60 N 
1140.0000 M38$19 10000 s37 p103 60 N 
1140.0000 M39$19 10000 s38 p104 60 N 
1140.0000 M40$19 10000 s39 p102 60 N 
1140.0000 M41$19 10000 s40 p102 60 N 
1140.0000 M42$19 10000 s41 p103 60 N 
1140.0000 M43$19 10000 s42 p101 60 N 
1140.0000 M44$19 10000 s43 p104 60 N 
1140.0000 M45$19 10000 s44 p104 60 N 
1140.0000 M46$19 10000 s45 p101 60 N 
1140.0000 M47$19 10000 s46 p100 60 N 
1140.0000 M48$19 10000 s47 p104 60 N 
1140.0000 M49$19 10000 s48 p104 60 N 
1140.0000 M50$19 10000 s49 p103 60 N 
1200.0000 M1$20 10000 s0 p104 60 N 
1200.0000 M2$20 10000 s1 p101 60 N 
1200.0000 M3$20 10000 s2 p101 60 N 
1200.0000 M4$20 10000 s3 p103 60 N 
1200.0000 M5$20 10000 s4 p103 60 N 
1200.0000 M6$20 10000 s5 p104 60 N 
1200.0000 M7$20 10000 s6 p104 60 N 
1200.0000 M8$20 10000 s7 p104 60 N 
1200.0000 M9$20 10000 s8 p102 60 N 
1200.0000 M10$20 10000 s9 p102 60 N 
1200.0000 M11$20 10000 s10 p100 60 N 
1200.0000 M12$20 10000 s11 p103 60 N 
1200.0000 M13$20 10000 s12 p101 60 N 
1200.0000 M14$20 10000 s13 p100 60 N 
1200.0000 M15$20 10000 s14 p103 60 N 
1200.0000 M16$20 10000 s15 p101 60 N 
1200.0000 M17$20 10000 s16 p103 60 N 
1200.0000 M18$20 10000 s17 p103 60 N 
1200.0000 M19$20 10000 s18 p103 60 N 
1200.0000 M20$20 10000 s19 p104 60 N 
1200.0000 M21$20 10000 s20 p102 60 N 
1200.0000 M22$20 10000 s21 p104 60 N 
1200.0000 M23$20 10000 s22 p104 60 N 
1200.0000 M24$20 10000 s23 p102 60 N 
1200.0000 M25$20 10000 s24 p104 60 N 
1200.0000 M26$20 10000 s25 p102 60 N 
1200.0000 M27$20 10000 s26 p102 60 N 
1200.0000 M28$20 10000 s27 p100 60 N 
1200.0000 M29$20 10000 s28 p102 60 N 
1200.0000 M30$20 10000 s29 p102 60 N 
1200.0000 M31$20 10000 s30 p103 60 N 
1200.0000 M32$20 10000 s31 p103 60 N 
1200.0000 M33$20 10000 s32 p104 60 N 
1200.0000 M34$20 10000 s33 p103 60 N 
1200.0000 M35$20 10000 s34 p101 60 N 
1200.0000 M36$20 10000 s35 p101 60 N 
1200.0000 M37$20 10000 s36 p101 60 N 
1200.0000 M38$20 10000 s37 p101 60 N 
1200.0000 M39$20 10000 s38 p104 60 N 
1200.0000 M40$20 10000 s39 p100 60 N 
1200.0000 M41$20 10000 s40 p104 60 N 
1200.0000 M42$20 10000 s41 p102 60 N 
1200.0000 M43$20 10000 s42 p100 60 N 
1200.0000 M44$20 10000 s43 p103 60 N 
1200.0000 M45$20 10000 s44 p101 60 N 
1200.0000 M46$20 10000 s45 p103 60 N 
1200.0000 M47$20 10000 s46 p103 60 N 
1200.0000 M48$20 10000 s47 p101 60 N 
1200.0000 M49$20 10000 s48 p104 60 N 
1200.0000 M50$20 10000 s49 p103 60 N 
1260.0000 M1$21 10000 s0 p104 60 N 
1260.0000 M2$21 10000 s1 p103 60 N 
1260.0000 M3$21 10000 s2 p104 60 N 
1260.0000 M4$21 10000 s3 p102 60 N 
1260.0000 M5$21 10000 s4 p103 60 N 
1260.0000 M6$21 10000 s5 p104 60 N 
1260.0000 M7$21 10000 s6 p100 60 N 
1260.0000 M8$21 10000 s7 p103 60 N 
1260.0000 M9$21 10000 s8 p104 60 N 
1260.0000 M10$21 10000 s9 p100 60 N 
1260.0000 M11$21 10000 s10 p100 60 N 
1260.0000 M12$21 10000 s11 p104 60 N 
1260.0000 M13$21 10000 s12 p104 60 N 
1260.0000 M14$21 10000 s13 p101 60 N 
1260.0000 M15$21 10000 s14 p100 60 N 
1260.0000 M16$21 10000 s15 p100 60 N 
1260.0000 M17$21 10000 s16 p100 60 N 
1260.0000 M18$21 10000 s17 p100 60 N 
1260.0000 M19$21 10000 s18 p104 60 N 
1260.0000 M20$21 10000 s19 p103 60 N 
1260.0000 M21$21 10000 s20 p100 60 N 
1260.0000 M22$21 10000 s21 p103 60 N 
1260.0000 M23$21 10000 s22 p101 60 N 
1260.0000 M24$21 10000 s23 p104 60 N 
1260.0000 M25$21 10000 s24 p101 60 N 
1260.0000 M26$21 10000 s25 p104 60 N 
1260.0000 M27$21 10000 s26 p100 60 N 
1260.0000 M28$21 10000 s27 p100 60 N 
1260.0000 M29$21 10000 s28 p104 60 N 
1260.0000 M30$21 10000 s29 p104 60 N 
1260.0000 M31$21 10000 s30 p104 60 N 
1260.0000 M32$21 10000 s31 p100 60 N 
1260.0000 M33$21 10000 s32 p103 60 N 
1260.0000 M34$21 10000 s33 p100 60 N 
1260.0000 M35$21 10000 s34 p100 60 N 
1260.0000 M36$21 10000 s35 p101 60 N 
1260.0000 M37$21 10000 s36 p104 60 N 
1260.0000 M38$21 10000 s37 p101 60 N 
1260.0000 M39$21 10000 s38 p101 60 N 
1260.0000 M40$21 10000 s39 p103 60 N 
1260.0000 M41$21 10000 s40 p104 60 N 
1260.0000 M42$21 10000 s41 p102 60 N 
1260.0000 M43$21 10000 s42 p101 60 N 
1260.0000 M44$21 10000 s43 p104 60 N 
1260.0000 M45$21 10000 s44 p100 60 N 
1260.0000 M46$21 10000 s45 p103 60 N 
1260.0000 M47$21 10000 s46 p100 60 N 
1260.0000 M48$21 10000 s47 p100 60 N 
1260.0000 M49$21 10000 s48 p101 60 N 
1260.0000 M50$21 10000 s49 p104 60 N 
1320.0000 M1$22 10000 s0 p104 60 N 
1320.0000 M2$22 10000 s1 p102 60 N 
1320.0000 M3$22 10000 s2 p100 60 N 
1320.0000 M4$22 10000 s3 p104 60 N 
1320.0000 M5$22 10000 s4 p103 60 N 
1320.0000 M6$22 10000 s5 p104 60 N 
1320.0000 M7$22 10000 s6 p100 60 N 
1320.0000 M8$22 10000 s7 p104 60 N 
1320.0000 M9$22 10000 s8 p101 60 N 
1320.0000 M10$22 10000 s9 p104 60 N 
1320.0000 M11$22 10000 s10 p103 60 N 
1320.0000 M12$22 10000 s11 p104 60 N 
1320.0000 M13$22 10000 s12 p103 60 N 
1320.0000 M14$22 10000 s13 p102 60 N 
1320.0000 M15$22 10000 s14 p103 60 N 
1320.0000 M16$22 10000 s15 p101 60 N 
1320.0000 M17$22 10000 s16 p101 60 N 
1320.0000 M18$22 10000 s17 p104 60 N 
1320.0000 M19$22 10000 s18 p103 60 N 
1320.0000 M20$22 10000 s19 p102 60 N 
1320.0000 M21$22 10000 s20 p100 60 N 
1320.0000 M22$22 10000 s21 p101 60 N 
1320.0000 M23$22 10000 s22 p100 60 N 
1320.0000 M24$22 10000 s23 p104 60 N 
1320.0000 M25$22 10000 s24 p102 60 N 
1320.0000 M26$22 10000 s25 p103 60 N 
1320.0000 M27$22 10000 s26 p102 60 N 
1320.0000 M28$22 10000 s27 p101 60 N 
1320.0000 M29$22 10000 s28 p103 60 N 
1320.0000 M30$22 10000 s29 p104 60 N 
1320.0000 M31$22 10000 s30 p100 60 N 
1320.0000 M32$22 10000 s31 p101 60 N 
1320.0000 M33$22 10000 s32 p102 60 N 
1320.0000 M34$22 10000 s33 p100 60 N 
1320.0000 M35$22 10000 s34 p100 60 N 
1320.0000 M36$22 10000 s35 p103 60 N 
1320.0000 M37$22 10000 s36 p104 60 N 
1320.0000 M38$22 10000 s37 p102 60 N 
1320.0000 M39$22 10000 s38 p102 60 N 
1320.0000 M40$22 10000 s39 p101 60 N 
1320.0000 M41$22 10000 s40 p102 60 N 
1320.0000 M42$22 10000 s41 p101 60 N 
1320.0000 M43$22 10000 s42 p101 60 N 
1320.0000 M44$22 10000 s43 p101 60 N 
1320.0000 M45$22 10000 s44 p103 60 N 
1320.0000 M46$22 10000 s45 p102 60 N 
1320.0000 M47$22 10000 s46 p101 60 N 
1320.0000 M48$22 10000 s47 p102 60 N 
1320.0000 M49$22 10000 s48 p100 60 N 
1320.0000 M50$22 10000 s49 p100 60 N 
1380.0000 M1$23 10000 s0 p102 60 N 
1380.0000 M2$23 10000 s1 p103 60 N 
1380.0000 M3$23 10000 s2 p103 60 N 
1380.0000 M4$23 10000 s3 p104 60 N 
1380.0000 M5$23 10000 s4 p101 60 N 
1380.0000 M6$23 10000 s5 p103 60 N 
1380.0000 M7$23 10000 s6 p103 60 N 
1380.0000 M8$23 10000 s7 p104 60 N 
1380.0000 M9$23 10000 s8 p104 60 N 
1380.0000 M10$23 10000 s9 p101 60 N 
1380.0000 M11$23 10000 s10 p100 60 N 
1380.0000 M12$23 10000 s11 p101 60 N 
1380.0000 M13$23 10000 s12 p102 60 N 
1380.0000 M14$23 10000 s13 p102 60 N 
1380.0000 M15$23 10000 s14 p101 60 N 
1380.0000 M16$23 10000 s15 p101 60 N 
1380.0000 M17$23 10000 s16 p102 60 N 
1380.0000 M18$23 10000 s17 p102 60 N 
1380.0000 M19$23 10000 s18 p103 60 N 
1380.0000 M20$23 10000 s19 p104 60 N 
1380.0000 M21$23 10000 s20 p100 60 N 
1380.0000 M22$23 10000 s21 p102 60 N 
1380.0000 M23$23 10000 s22 p104 60 N 
1380.0000 M24$23 10000 s23 p100 60 N 
1380.0000 M25$23 10000 s24 p100 60 N 
1380.0000 M26$23 10000 s25 p102 60 N 
1380.0000 M27$23 10000 s26 p100 60 N 
1380.0000 M28$23 10000 s27 p103 60 N 
1380.0000 M29$23 10000 s28 p101 60 N 
1380.0000 M30$23 10000 s29 p100 60 N 
1380.0000 M31$23 10000 s30 p104 60 N 
1380.0000 M32$23 10000 s31 p104 60 N 
1380.0000 M33$23 10000 s32 p102 60 N 
1380.0000 M34$23 10000 s33 p102 60 N 
1380.0000 M35$23 10000 s34 p100 60 N 
1380.0000 M36$23 10000 s35 p100 60 N 
1380.0000 M37$23 10000 s36 p102 60 N 
1380.0000 M38$23 10000 s37 p102 60 N 
1380.0000 M39$23 10000 s38 p100 60 N 
1380.0000 M40$23 10000 s39 p103 60 N 
1380.0000 M41$23 10000 s40 p104 60 N 
1380.0000 M42$23 10000 s41 p102 60 N 
1380.0000 M43$23 10000 s42 p103 60 N 
1380.0000 M44$23 10000 s43 p101 60 N 
