# time  ID  size  fromHost  toHost  TTL  isResponse
1380.0000 M45$23 10000 s44 p101 60 N 
1380.0000 M46$23 10000 s45 p104 60 N 
1380.0000 M47$23 10000 s46 p104 60 N 
1380.0000 M48$23 10000 s47 p101 60 N 
1380.0000 M49$23 10000 s48 p101 60 N 
1380.0000 M50$23 10000 s49 p104 60 N 
1440.0000 M1$24 10000 s0 p103 60 N 
1440.0000 M2$24 10000 s1 p104 60 N 
1440.0000 M3$24 10000 s2 p100 60 N 
1440.0000 M4$24 10000 s3 p100 60 N 
1440.0000 M5$24 10000 s4 p100 60 N 
1440.0000 M6$24 10000 s5 p104 60 N 
1440.0000 M7$24 10000 s6 p102 60 N 
1440.0000 M8$24 10000 s7 p104 60 N 
1440.0000 M9$24 10000 s8 p103 60 N 
1440.0000 M10$24 10000 s9 p102 60 N 
1440.0000 M11$24 10000 s10 p102 60 N 
1440.0000 M12$24 10000 s11 p100 60 N 
1440.0000 M13$24 10000 s12 p102 60 N 
1440.0000 M14$24 10000 s13 p100 60 N 
1440.0000 M15$24 10000 s14 p104 60 N 
1440.0000 M16$24 10000 s15 p104 60 N 
1440.0000 M17$24 10000 s16 p104 60 N 
1440.0000 M18$24 10000 s17 p100 60 N 
1440.0000 M19$24 10000 s18 p104 60 N 
1440.0000 M20$24 10000 s19 p104 60 N 
1440.0000 M21$24 10000 s20 p102 60 N 
1440.0000 M22$24 10000 s21 p101 60 N 
1440.0000 M23$24 10000 s22 p100 60 N 
1440.0000 M24$24 10000 s23 p101 60 N 
1440.0000 M25$24 10000 s24 p102 60 N 
1440.0000 M26$24 10000 s25 p103 60 N 
1440.0000 M27$24 10000 s26 p104 60 N 
1440.0000 M28$24 10000 s27 p101 60 N 
1440.0000 M29$24 10000 s28 p104 60 N 
1440.0000 M30$24 10000 s29 p104 60 N 
1440.0000 M31$24 10000 s30 p102 60 N 
1440.0000 M32$24 10000 s31 p100 60 N 
1440.0000 M33$24 10000 s32 p103 60 N 
1440.0000 M34$24 10000 s33 p102 60 N 
1440.0000 M35$24 10000 s34 p104 60 N 
1440.0000 M36$24 10000 s35 p100 60 N 
1440.0000 M37$24 10000 s36 p101 60 N 
1440.0000 M38$24 10000 s37 p101 60 N 
1440.0000 M39$24 10000 s38 p104 60 N 
1440.0000 M40$24 10000 s39 p101 60 N 
1440.0000 M41$24 10000 s40 p102 60 N 
1440.0000 M42$24 10000 s41 p104 60 N 
1440.0000 M43$24 10000 s42 p103 60 N 
1440.0000 M44$24 10000 s43 p104 60 N 
1440.0000 M45$24 10000 s44 p100 60 N 
1440.0000 M46$24 10000 s45 p104 60 N 
1440.0000 M47$24 10000 s46 p100 60 N 
1440.0000 M48$24 10000 s47 p104 60 N 
1440.0000 M49$24 10000 s48 p102 60 N 
1440.0000 M50$24 10000 s49 p102 60 N 
1500.0000 M1$25 10000 s0 p102 60 N 
1500.0000 M2$25 10000 s1 p102 60 N 
1500.0000 M3$25 10000 s2 p103 60 N 
1500.0000 M4$25 10000 s3 p103 60 N 
1500.0000 M5$25 10000 s4 p102 60 N 
1500.0000 M6$25 10000 s5 p101 60 N 
1500.0000 M7$25 10000 s6 p104 60 N 
1500.0000 M8$25 10000 s7 p104 60 N 
1500.0000 M9$25 10000 s8 p103 60 N 
1500.0000 M10$25 10000 s9 p102 60 N 
1500.0000 M11$25 10000 s10 p104 60 N 
1500.0000 M12$25 10000 s11 p100 60 N 
1500.0000 M13$25 10000 s12 p100 60 N 
1500.0000 M14$25 10000 s13 p103 60 N 
1500.0000 M15$25 10000 s14 p102 60 N 
1500.0000 M16$25 10000 s15 p100 60 N 
1500.0000 M17$25 10000 s16 p101 60 N 
1500.0000 M18$25 10000 s17 p102 60 N 
1500.0000 M19$25 10000 s18 p101 60 N 
1500.0000 M20$25 10000 s19 p101 60 N 
1500.0000 M21$25 10000 s20 p104 60 N 
1500.0000 M22$25 10000 s21 p102 60 N 
1500.0000 M23$25 10000 s22 p104 60 N 
1500.0000 M24$25 10000 s23 p102 60 N 
1500.0000 M25$25 10000 s24 p102 60 N 
1500.0000 M26$25 10000 s25 p101 60 N 
1500.0000 M27$25 10000 s26 p100 60 N 
1500.0000 M28$25 10000 s27 p100 60 N 
1500.0000 M29$25 10000 s28 p103 60 N 
1500.0000 M30$25 10000 s29 p100 60 N 
1500.0000 M31$25 10000 s30 p100 60 N 
1500.0000 M32$25 10000 s31 p102 60 N 
1500.0000 M33$25 10000 s32 p101 60 N 
1500.0000 M34$25 10000 s33 p102 60 N 
1500.0000 M35$25 10000 s34 p100 60 N 
1500.0000 M36$25 10000 s35 p101 60 N 
1500.0000 M37$25 10000 s36 p104 60 N 
1500.0000 M38$25 10000 s37 p102 60 N 
1500.0000 M39$25 10000 s38 p104 60 N 
1500.0000 M40$25 10000 s39 p104 60 N 
1500.0000 M41$25 10000 s40 p100 60 N 
1500.0000 M42$25 10000 s41 p100 60 N 
1500.0000 M43$25 10000 s42 p103 60 N 
1500.0000 M44$25 10000 s43 p101 60 N 
1500.0000 M45$25 10000 s44 p104 60 N 
1500.0000 M46$25 10000 s45 p104 60 N 
1500.0000 M47$25 10000 s46 p103 60 N 
1500.0000 M48$25 10000 s47 p102 60 N 
1500.0000 M49$25 10000 s48 p102 60 N 
1500.0000 M50$25 10000 s49 p103 60 N 
1560.0000 M1$26 10000 s0 p100 60 N 
1560.0000 M2$26 10000 s1 p102 60 N 
1560.0000 M3$26 10000 s2 p102 60 N 
1560.0000 M4$26 10000 s3 p104 60 N 
1560.0000 M5$26 10000 s4 p100 60 N 
1560.0000 M6$26 10000 s5 p101 60 N 
1560.0000 M7$26 10000 s6 p104 60 N 
1560.0000 M8$26 10000 s7 p101 60 N 
1560.0000 M9$26 10000 s8 p101 60 N 
1560.0000 M10$26 10000 s9 p101 60 N 
1560.0000 M11$26 10000 s10 p104 60 N 
1560.0000 M12$26 10000 s11 p104 60 N 
1560.0000 M13$26 10000 s12 p100 60 N 
1560.0000 M14$26 10000 s13 p103 60 N 
1560.0000 M15$26 10000 s14 p101 60 N 
1560.0000 M16$26 10000 s15 p101 60 N 
1560.0000 M17$26 10000 s16 p103 60 N 
1560.0000 M18$26 10000 s17 p102 60 N 
1560.0000 M19$26 10000 s18 p102 60 N 
1560.0000 M20$26 10000 s19 p101 60 N 
1560.0000 M21$26 10000 s20 p101 60 N 
1560.0000 M22$26 10000 s21 p102 60 N 
1560.0000 M23$26 10000 s22 p102 60 N 
1560.0000 M24$26 10000 s23 p103 60 N 
1560.0000 M25$26 10000 s24 p103 60 N 
1560.0000 M26$26 10000 s25 p100 60 N 
1560.0000 M27$26 10000 s26 p101 60 N 
1560.0000 M28$26 10000 s27 p102 60 N 
1560.0000 M29$26 10000 s28 p100 60 N 
1560.0000 M30$26 10000 s29 p101 60 N 
1560.0000 M31$26 10000 s30 p103 60 N 
1560.0000 M32$26 10000 s31 p101 60 N 
1560.0000 M33$26 10000 s32 p103 60 N 
1560.0000 M34$26 10000 s33 p103 60 N 
1560.0000 M35$26 10000 s34 p101 60 N 
1560.0000 M36$26 10000 s35 p101 60 N 
1560.0000 M37$26 10000 s36 p100 60 N 
1560.0000 M38$26 10000 s37 p100 60 N 
1560.0000 M39$26 10000 s38 p103 60 N 
1560.0000 M40$26 10000 s39 p101 60 N 
1560.0000 M41$26 10000 s40 p101 60 N 
1560.0000 M42$26 10000 s41 p103 60 N 
1560.0000 M43$26 10000 s42 p103 60 N 
1560.0000 M44$26 10000 s43 p100 60 N 
1560.0000 M45$26 10000 s44 p103 60 N 
1560.0000 M46$26 10000 s45 p104 60 N 
1560.0000 M47$26 10000 s46 p101 60 N 
1560.0000 M48$26 10000 s47 p102 60 N 
1560.0000 M49$26 10000 s48 p102 60 N 
1560.0000 M50$26 10000 s49 p101 60 N 
1620.0000 M1$27 10000 s0 p104 60 N 
1620.0000 M2$27 10000 s1 p103 60 N 
1620.0000 M3$27 10000 s2 p102 60 N 
1620.0000 M4$27 10000 s3 p103 60 N 
1620.0000 M5$27 10000 s4 p100 60 N 
1620.0000 M6$27 10000 s5 p102 60 N 
1620.0000 M7$27 10000 s6 p101 60 N 
1620.0000 M8$27 10000 s7 p102 60 N 
1620.0000 M9$27 10000 s8 p101 60 N 
1620.0000 M10$27 10000 s9 p100 60 N 
1620.0000 M11$27 10000 s10 p102 60 N 
1620.0000 M12$27 10000 s11 p101 60 N 
1620.0000 M13$27 10000 s12 p102 60 N 
1620.0000 M14$27 10000 s13 p101 60 N 
1620.0000 M15$27 10000 s14 p101 60 N 
1620.0000 M16$27 10000 s15 p100 60 N 
1620.0000 M17$27 10000 s16 p101 60 N 
1620.0000 M18$27 10000 s17 p100 60 N 
1620.0000 M19$27 10000 s18 p101 60 N 
1620.0000 M20$27 10000 s19 p102 60 N 
1620.0000 M21$27 10000 s20 p101 60 N 
1620.0000 M22$27 10000 s21 p103 60 N 
1620.0000 M23$27 10000 s22 p100 60 N 
1620.0000 M24$27 10000 s23 p101 60 N 
1620.0000 M25$27 10000 s24 p100 60 N 
1620.0000 M26$27 10000 s25 p102 60 N 
1620.0000 M27$27 10000 s26 p104 60 N 
1620.0000 M28$27 10000 s27 p100 60 N 
1620.0000 M29$27 10000 s28 p100 60 N 
1620.0000 M30$27 10000 s29 p102 60 N 
1620.0000 M31$27 10000 s30 p103 60 N 
1620.0000 M32$27 10000 s31 p102 60 N 
1620.0000 M33$27 10000 s32 p104 60 N 
1620.0000 M34$27 10000 s33 p103 60 N 
1620.0000 M35$27 10000 s34 p102 60 N 
1620.0000 M36$27 10000 s35 p101 60 N 
1620.0000 M37$27 10000 s36 p104 60 N 
1620.0000 M38$27 10000 s37 p103 60 N 
1620.0000 M39$27 10000 s38 p104 60 N 
1620.0000 M40$27 10000 s39 p104 60 N 
1620.0000 M41$27 10000 s40 p103 60 N 
1620.0000 M42$27 10000 s41 p104 60 N 
1620.0000 M43$27 10000 s42 p103 60 N 
1620.0000 M44$27 10000 s43 p100 60 N 
1620.0000 M45$27 10000 s44 p104 60 N 
1620.0000 M46$27 10000 s45 p100 60 N 
1620.0000 M47$27 10000 s46 p102 60 N 
1620.0000 M48$27 10000 s47 p104 60 N 
1620.0000 M49$27 10000 s48 p104 60 N 
1620.0000 M50$27 10000 s49 p100 60 N 
1680.0000 M1$28 10000 s0 p102 60 N 
1680.0000 M2$28 10000 s1 p100 60 N 
1680.0000 M3$28 10000 s2 p102 60 N 
1680.0000 M4$28 10000 s3 p100 60 N 
1680.0000 M5$28 10000 s4 p102 60 N 
1680.0000 M6$28 10000 s5 p101 60 N 
1680.0000 M7$28 10000 s6 p102 60 N 
1680.0000 M8$28 10000 s7 p100 60 N 
1680.0000 M9$28 10000 s8 p102 60 N 
1680.0000 M10$28 10000 s9 p101 60 N 
1680.0000 M11$28 10000 s10 p100 60 N 
1680.0000 M12$28 10000 s11 p101 60 N 
1680.0000 M13$28 10000 s12 p100 60 N 
1680.0000 M14$28 10000 s13 p101 60 N 
1680.0000 M15$28 10000 s14 p100 60 N 
1680.0000 M16$28 10000 s15 p102 60 N 
1680.0000 M17$28 10000 s16 p100 60 N 
1680.0000 M18$28 10000 s17 p102 60 N 
1680.0000 M19$28 10000 s18 p100 60 N 
1680.0000 M20$28 10000 s19 p102 60 N 
1680.0000 M21$28 10000 s20 p104 60 N 
1680.0000 M22$28 10000 s21 p102 60 N 
1680.0000 M23$28 10000 s22 p104 60 N 
1680.0000 M24$28 10000 s23 p102 60 N 
1680.0000 M25$28 10000 s24 p104 60 N 
1680.0000 M26$28 10000 s25 p104 60 N 
1680.0000 M27$28 10000 s26 p104 60 N 
1680.0000 M28$28 10000 s27 p104 60 N 
1680.0000 M29$28 10000 s28 p104 60 N 
1680.0000 M30$28 10000 s29 p100 60 N 
1680.0000 M31$28 10000 s30 p103 60 N 
1680.0000 M32$28 10000 s31 p103 60 N 
1680.0000 M33$28 10000 s32 p103 60 N 
1680.0000 M34$28 10000 s33 p103 60 N 
1680.0000 M35$28 10000 s34 p103 60 N 
1680.0000 M36$28 10000 s35 p103 60 N 
1680.0000 M37$28 10000 s36 p103 60 N 
1680.0000 M38$28 10000 s37 p103 60 N 
1680.0000 M39$28 10000 s38 p103 60 N 
1680.0000 M40$28 10000 s39 p103 60 N 
1680.0000 M41$28 10000 s40 p100 60 N 
1680.0000 M42$28 10000 s41 p103 60 N 
1680.0000 M43$28 10000 s42 p102 60 N 
1680.0000 M44$28 10000 s43 p103 60 N 
1680.0000 M45$28 10000 s44 p102 60 N 
1680.0000 M46$28 10000 s45 p102 60 N 
1680.0000 M47$28 10000 s46 p102 60 N 
1680.0000 M48$28 10000 s47 p103 60 N 
1680.0000 M49$28 10000 s48 p102 60 N 
1680.0000 M50$28 10000 s49 p104 60 N 
1740.0000 M1$29 10000 s0 p101 60 N 
1740.0000 M2$29 10000 s1 p103 60 N 
1740.0000 M3$29 10000 s2 p101 60 N 
1740.0000 M4$29 10000 s3 p101 60 N 
1740.0000 M5$29 10000 s4 p100 60 N 
1740.0000 M6$29 10000 s5 p103 60 N 
1740.0000 M7$29 10000 s6 p101 60 N 
1740.0000 M8$29 10000 s7 p102 60 N 
1740.0000 M9$29 10000 s8 p104 60 N 
1740.0000 M10$29 10000 s9 p101 60 N 
1740.0000 M11$29 10000 s10 p102 60 N 
1740.0000 M12$29 10000 s11 p100 60 N 
1740.0000 M13$29 10000 s12 p101 60 N 
1740.0000 M14$29 10000 s13 p102 60 N 
1740.0000 M15$29 10000 s14 p103 60 N 
1740.0000 M16$29 10000 s15 p103 60 N 
1740.0000 M17$29 10000 s16 p104 60 N 
1740.0000 M18$29 10000 s17 p102 60 N 
1740.0000 M19$29 10000 s18 p104 60 N 
1740.0000 M20$29 10000 s19 p104 60 N 
1740.0000 M21$29 10000 s20 p102 60 N 
1740.0000 M22$29 10000 s21 p100 60 N 
1740.0000 M23$29 10000 s22 p104 60 N 
1740.0000 M24$29 10000 s23 p100 60 N 
1740.0000 M25$29 10000 s24 p100 60 N 
1740.0000 M26$29 10000 s25 p100 60 N 
1740.0000 M27$29 10000 s26 p104 60 N 
1740.0000 M28$29 10000 s27 p100 60 N 
1740.0000 M29$29 10000 s28 p101 60 N 
1740.0000 M30$29 10000 s29 p101 60 N 
1740.0000 M31$29 10000 s30 p102 60 N 
1740.0000 M32$29 10000 s31 p103 60 N 
1740.0000 M33$29 10000 s32 p103 60 N 
1740.0000 M34$29 10000 s33 p103 60 N 
1740.0000 M35$29 10000 s34 p102 60 N 
1740.0000 M36$29 10000 s35 p103 60 N 
1740.0000 M37$29 10000 s36 p103 60 N 
1740.0000 M38$29 10000 s37 p104 60 N 
1740.0000 M39$29 10000 s38 p100 60 N 
1740.0000 M40$29 10000 s39 p101 60 N 
1740.0000 M41$29 10000 s40 p104 60 N 
1740.0000 M42$29 10000 s41 p104 60 N 
1740.0000 M43$29 10000 s42 p100 60 N 
1740.0000 M44$29 10000 s43 p100 60 N 
1740.0000 M45$29 10000 s44 p101 60 N 
1740.0000 M46$29 10000 s45 p101 60 N 
1740.0000 M47$29 10000 s46 p100 60 N 
1740.0000 M48$29 10000 s47 p100 60 N 
1740.0000 M49$29 10000 s48 p101 60 N 
1740.0000 M50$29 10000 s49 p103 60 N 
1800.0000 M1$30 10000 s0 p103 60 N 
1800.0000 M2$30 10000 s1 p104 60 N 
1800.0000 M3$30 10000 s2 p104 60 N 
1800.0000 M4$30 10000 s3 p100 60 N 
1800.0000 M5$30 10000 s4 p102 60 N 
1800.0000 M6$30 10000 s5 p104 60 N 
1800.0000 M7$30 10000 s6 p104 60 N 
1800.0000 M8$30 10000 s7 p104 60 N 
1800.0000 M9$30 10000 s8 p100 60 N 
1800.0000 M10$30 10000 s9 p104 60 N 
1800.0000 M11$30 10000 s10 p103 60 N 
1800.0000 M12$30 10000 s11 p100 60 N 
1800.0000 M13$30 10000 s12 p103 60 N 
1800.0000 M14$30 10000 s13 p103 60 N 
1800.0000 M15$30 10000 s14 p103 60 N 
1800.0000 M16$30 10000 s15 p100 60 N 
1800.0000 M17$30 10000 s16 p103 60 N 
1800.0000 M18$30 10000 s17 p100 60 N 
1800.0000 M19$30 10000 s18 p103 60 N 
1800.0000 M20$30 10000 s19 p102 60 N 
1800.0000 M21$30 10000 s20 p102 60 N 
1800.0000 M22$30 10000 s21 p101 60 N 
1800.0000 M23$30 10000 s22 p102 60 N 
1800.0000 M24$30 10000 s23 p102 60 N 
1800.0000 M25$30 10000 s24 p102 60 N 
1800.0000 M26$30 10000 s25 p101 60 N 
1800.0000 M27$30 10000 s26 p101 60 N 
1800.0000 M28$30 10000 s27 p101 60 N 
1800.0000 M29$30 10000 s28 p101 60 N 
1800.0000 M30$30 10000 s29 p101 60 N 
1800.0000 M31$30 10000 s30 p104 60 N 
1800.0000 M32$30 10000 s31 p104 60 N 
1800.0000 M33$30 10000 s32 p101 60 N 
1800.0000 M34$30 10000 s33 p103 60 N 
1800.0000 M35$30 10000 s34 p103 60 N 
1800.0000 M36$30 10000 s35 p104 60 N 
1800.0000 M37$30 10000 s36 p101 60 N 
1800.0000 M38$30 10000 s37 p103 60 N 
1800.0000 M39$30 10000 s38 p103 60 N 
1800.0000 M40$30 10000 s39 p104 60 N 
1800.0000 M41$30 10000 s40 p101 60 N 
1800.0000 M42$30 10000 s41 p104 60 N 
1800.0000 M43$30 10000 s42 p103 60 N 
1800.0000 M44$30 10000 s43 p101 60 N 
1800.0000 M45$30 10000 s44 p103 60 N 
1800.0000 M46$30 10000 s45 p101 60 N 
1800.0000 M47$30 10000 s46 p103 60 N 
1800.0000 M48$30 10000 s47 p100 60 N 
1800.0000 M49$30 10000 s48 p102 60 N 
1800.0000 M50$30 10000 s49 p103 60 N 
1860.0000 M1$31 10000 s0 p100 60 N 
1860.0000 M2$31 10000 s1 p101 60 N 
1860.0000 M3$31 10000 s2 p104 60 N 
1860.0000 M4$31 10000 s3 p101 60 N 
1860.0000 M5$31 10000 s4 p101 60 N 
1860.0000 M6$31 10000 s5 p101 60 N 
1860.0000 M7$31 10000 s6 p103 60 N 
1860.0000 M8$31 10000 s7 p102 60 N 
1860.0000 M9$31 10000 s8 p103 60 N 
1860.0000 M10$31 10000 s9 p100 60 N 
1860.0000 M11$31 10000 s10 p104 60 N 
1860.0000 M12$31 10000 s11 p101 60 N 
1860.0000 M13$31 10000 s12 p103 60 N 
1860.0000 M14$31 10000 s13 p100 60 N 
1860.0000 M15$31 10000 s14 p101 60 N 
1860.0000 M16$31 10000 s15 p103 60 N 
1860.0000 M17$31 10000 s16 p100 60 N 
1860.0000 M18$31 10000 s17 p102 60 N 
1860.0000 M19$31 10000 s18 p102 60 N 
1860.0000 M20$31 10000 s19 p104 60 N 
1860.0000 M21$31 10000 s20 p102 60 N 
1860.0000 M22$31 10000 s21 p104 60 N 
1860.0000 M23$31 10000 s22 p102 60 N 
1860.0000 M24$31 10000 s23 p104 60 N 
1860.0000 M25$31 10000 s24 p101 60 N 
1860.0000 M26$31 10000 s25 p104 60 N 
1860.0000 M27$31 10000 s26 p104 60 N 
1860.0000 M28$31 10000 s27 p101 60 N 
1860.0000 M29$31 10000 s28 p103 60 N 
1860.0000 M30$31 10000 s29 p103 60 N 
1860.0000 M31$31 10000 s30 p103 60 N 
1860.0000 M32$31 10000 s31 p100 60 N 
1860.0000 M33$31 10000 s32 p103 60 N 
1860.0000 M34$31 10000 s33 p100 60 N 
1860.0000 M35$31 10000 s34 p100 60 N 
1860.0000 M36$31 10000 s35 p102 60 N 
1860.0000 M37$31 10000 s36 p100 60 N 
1860.0000 M38$31 10000 s37 p102 60 N 
1860.0000 M39$31 10000 s38 p102 60 N 
1860.0000 M40$31 10000 s39 p102 60 N 
1860.0000 M41$31 10000 s40 p104 60 N 
1860.0000 M42$31 10000 s41 p101 60 N 
1860.0000 M43$31 10000 s42 p101 60 N 
1860.0000 M44$31 10000 s43 p104 60 N 
1860.0000 M45$31 10000 s44 p101 60 N 
1860.0000 M46$31 10000 s45 p103 60 N 
1860.0000 M47$31 10000 s46 p103 60 N 
1860.0000 M48$31 10000 s47 p101 60 N 
1860.0000 M49$31 10000 s48 p103 60 N 
1860.0000 M50$31 10000 s49 p102 60 N 
1920.0000 M1$32 10000 s0 p104 60 N 
1920.0000 M2$32 10000 s1 p101 60 N 
1920.0000 M3$32 10000 s2 p100 60 N 
1920.0000 M4$32 10000 s3 p103 60 N 
1920.0000 M5$32 10000 s4 p104 60 N 
1920.0000 M6$32 10000 s5 p102 60 N 
1920.0000 M7$32 10000 s6 p102 60 N 
1920.0000 M8$32 10000 s7 p103 60 N 
1920.0000 M9$32 10000 s8 p100 60 N 
1920.0000 M10$32 10000 s9 p104 60 N 
1920.0000 M11$32 10000 s10 p103 60 N 
1920.0000 M12$32 10000 s11 p103 60 N 
1920.0000 M13$32 10000 s12 p104 60 N 
1920.0000 M14$32 10000 s13 p104 60 N 
1920.0000 M15$32 10000 s14 p103 60 N 
1920.0000 M16$32 10000 s15 p103 60 N 
1920.0000 M17$32 10000 s16 p101 60 N 
1920.0000 M18$32 10000 s17 p100 60 N 
1920.0000 M19$32 10000 s18 p103 60 N 
1920.0000 M20$32 10000 s19 p104 60 N 
1920.0000 M21$32 10000 s20 p104 60 N 
1920.0000 M22$32 10000 s21 p100 60 N 
1920.0000 M23$32 10000 s22 p103 60 N 
1920.0000 M24$32 10000 s23 p104 60 N 
1920.0000 M25$32 10000 s24 p100 60 N 
1920.0000 M26$32 10000 s25 p100 60 N 
1920.0000 M27$32 10000 s26 p103 60 N 
1920.0000 M28$32 10000 s27 p102 60 N 
1920.0000 M29$32 10000 s28 p100 60 N 
1920.0000 M30$32 10000 s29 p100 60 N 
1920.0000 M31$32 10000 s30 p103 60 N 
1920.0000 M32$32 10000 s31 p104 60 N 
1920.0000 M33$32 10000 s32 p104 60 N 
1920.0000 M34$32 10000 s33 p104 60 N 
1920.0000 M35$32 10000 s34 p104 60 N 
1920.0000 M36$32 10000 s35 p104 60 N 
1920.0000 M37$32 10000 s36 p101 60 N 
1920.0000 M38$32 10000 s37 p104 60 N 
1920.0000 M39$32 10000 s38 p101 60 N 
1920.0000 M40$32 10000 s39 p100 60 N 
1920.0000 M41$32 10000 s40 p103 60 N 
1920.0000 M42$32 10000 s41 p101 60 N 
1920.0000 M43$32 10000 s42 p102 60 N 
1920.0000 M44$32 10000 s43 p104 60 N 
1920.0000 M45$32 10000 s44 p100 60 N 
1920.0000 M46$32 10000 s45 p101 60 N 
1920.0000 M47$32 10000 s46 p104 60 N 
1920.0000 M48$32 10000 s47 p100 60 N 
1920.0000 M49$32 10000 s48 p100 60 N 
1920.0000 M50$32 10000 s49 p101 60 N 
1980.0000 M1$33 10000 s0 p100 60 N 
1980.0000 M2$33 10000 s1 p100 60 N 
1980.0000 M3$33 10000 s2 p102 60 N 
1980.0000 M4$33 10000 s3 p102 60 N 
1980.0000 M5$33 10000 s4 p100 60 N 
1980.0000 M6$33 10000 s5 p101 60 N 
1980.0000 M7$33 10000 s6 p104 60 N 
1980.0000 M8$33 10000 s7 p100 60 N 
1980.0000 M9$33 10000 s8 p100 60 N 
1980.0000 M10$33 10000 s9 p104 60 N 
1980.0000 M11$33 10000 s10 p101 60 N 
1980.0000 M12$33 10000 s11 p104 60 N 
1980.0000 M13$33 10000 s12 p100 60 N 
1980.0000 M14$33 10000 s13 p103 60 N 
1980.0000 M15$33 10000 s14 p104 60 N 
1980.0000 M16$33 10000 s15 p102 60 N 
1980.0000 M17$33 10000 s16 p104 60 N 
1980.0000 M18$33 10000 s17 p101 60 N 
1980.0000 M19$33 10000 s18 p104 60 N 
1980.0000 M20$33 10000 s19 p100 60 N 
1980.0000 M21$33 10000 s20 p102 60 N 
1980.0000 M22$33 10000 s21 p103 60 N 
1980.0000 M23$33 10000 s22 p102 60 N 
1980.0000 M24$33 10000 s23 p103 60 N 
1980.0000 M25$33 10000 s24 p101 60 N 
1980.0000 M26$33 10000 s25 p102 60 N 
1980.0000 M27$33 10000 s26 p100 60 N 
1980.0000 M28$33 10000 s27 p100 60 N 
1980.0000 M29$33 10000 s28 p104 60 N 
1980.0000 M30$33 10000 s29 p102 60 N 
1980.0000 M31$33 10000 s30 p102 60 N 
1980.0000 M32$33 10000 s31 p100 60 N 
1980.0000 M33$33 10000 s32 p101 60 N 
1980.0000 M34$33 10000 s33 p103 60 N 
1980.0000 M35$33 10000 s34 p100 60 N 
1980.0000 M36$33 10000 s35 p103 60 N 
1980.0000 M37$33 10000 s36 p104 60 N 
1980.0000 M38$33 10000 s37 p102 60 N 
1980.0000 M39$33 10000 s38 p102 60 N 
1980.0000 M40$33 10000 s39 p103 60 N 
1980.0000 M41$33 10000 s40 p100 60 N 
1980.0000 M42$33 10000 s41 p100 60 N 
1980.0000 M43$33 10000 s42 p103 60 N 
1980.0000 M44$33 10000 s43 p104 60 N 
1980.0000 M45$33 10000 s44 p102 60 N 
1980.0000 M46$33 10000 s45 p103 60 N 
1980.0000 M47$33 10000 s46 p102 60 N 
1980.0000 M48$33 10000 s47 p103 60 N 
1980.0000 M49$33 10000 s48 p100 60 N 
1980.0000 M50$33 10000 s49 p103 60 N 
2040.0000 M1$34 10000 s0 p103 60 N 
2040.0000 M2$34 10000 s1 p101 60 N 
2040.0000 M3$34 10000 s2 p101 60 N 
2040.0000 M4$34 10000 s3 p102 60 N 
2040.0000 M5$34 10000 s4 p103 60 N 
2040.0000 M6$34 10000 s5 p103 60 N 
2040.0000 M7$34 10000 s6 p103 60 N 
2040.0000 M8$34 10000 s7 p100 60 N 
2040.0000 M9$34 10000 s8 p104 60 N 
2040.0000 M10$34 10000 s9 p103 60 N 
2040.0000 M11$34 10000 s10 p102 60 N 
2040.0000 M12$34 10000 s11 p100 60 N 
2040.0000 M13$34 10000 s12 p103 60 N 
2040.0000 M14$34 10000 s13 p101 60 N 
2040.0000 M15$34 10000 s14 p102 60 N 
2040.0000 M16$34 10000 s15 p102 60 N 
2040.0000 M17$34 10000 s16 p100 60 N 
2040.0000 M18$34 10000 s17 p103 60 N 
2040.0000 M19$34 10000 s18 p102 60 N 
2040.0000 M20$34 10000 s19 p101 60 N 
2040.0000 M21$34 10000 s20 p101 60 N 
2040.0000 M22$34 10000 s21 p101 60 N 
2040.0000 M23$34 10000 s22 p102 60 N 
2040.0000 M24$34 10000 s23 p103 60 N 
2040.0000 M25$34 10000 s24 p103 60 N 
2040.0000 M26$34 10000 s25 p103 60 N 
2040.0000 M27$34 10000 s26 p103 60 N 
2040.0000 M28$34 10000 s27 p101 60 N 
2040.0000 M29$34 10000 s28 p104 60 N 
2040.0000 M30$34 10000 s29 p101 60 N 
2040.0000 M31$34 10000 s30 p103 60 N 
2040.0000 M32$34 10000 s31 p103 60 N 
2040.0000 M33$34 10000 s32 p103 60 N 
2040.0000 M34$34 10000 s33 p103 60 N 
2040.0000 M35$34 10000 s34 p101 60 N 
2040.0000 M36$34 10000 s35 p101 60 N 
2040.0000 M37$34 10000 s36 p101 60 N 
2040.0000 M38$34 10000 s37 p101 60 N 
2040.0000 M39$34 10000 s38 p103 60 N 
2040.0000 M40$34 10000 s39 p100 60 N 
2040.0000 M41$34 10000 s40 p103 60 N 
2040.0000 M42$34 10000 s41 p101 60 N 
2040.0000 M43$34 10000 s42 p102 60 N 
2040.0000 M44$34 10000 s43 p102 60 N 
2040.0000 M45$34 10000 s44 p100 60 N 
2040.0000 M46$34 10000 s45 p103 60 N 
2040.0000 M47$34 10000 s46 p102 60 N 
2040.0000 M48$34 10000 s47 p104 60 N 
2040.0000 M49$34 10000 s48 p102 60 N 
2040.0000 M50$34 10000 s49 p101 60 N 
2100.0000 M1$35 10000 s0 p103 60 N 
2100.0000 M2$35 10000 s1 p104 60 N 
